vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
ARMOR-T90-01180,302.0,309.1,2600,17.0,8
ARMOR-T90-01181,307.5,312.7,1353,17.8,72
ARMOR-T90-01182,299.4,307.7,1770,57.9,25
ARMOR-T90-01183,303.2,306.5,1439,71.4,176
ARMOR-T90-01184,307.1,317.6,1573,45.6,238
ARMOR-T90-01185,296.3,305.3,2004,53.8,105
ARMOR-T90-01186,307.2,315.4,1998,71.0,144
ARMOR-T90-01187,303.9,315.2,2427,57.7,232
ARMOR-T90-01188,295.9,308.9,1810,30.7,67
ARMOR-T90-01189,298.9,306.8,2573,57.9,187
ARMOR-T90-01190,304.2,306.9,1887,59.0,109
ARMOR-T90-01191,295.9,314.1,1973,66.4,130
ARMOR-T90-01192,302.6,313.4,1342,58.5,220
ARMOR-T90-01193,299.5,315.2,2412,82.8,24
ARMOR-T90-01194,303.1,317.2,1471,28.8,20
ARMOR-T90-01195,295.6,314.0,2755,81.6,139
ARMOR-T90-01196,306.3,307.0,2523,52.7,53
ARMOR-T90-01197,307.7,308.2,1625,62.0,0
ARMOR-T90-01198,307.6,315.9,1245,22.0,127
ARMOR-T90-01199,304.7,307.7,1294,41.6,0
ARMOR-T90-01200,296.7,305.9,1263,68.9,172
ARMOR-T90-01201,304.9,314.1,1612,64.5,173
ARMOR-T90-01202,295.3,310.2,2232,17.8,175
ARMOR-T90-01203,295.3,317.0,1658,53.3,134
ARMOR-T90-01204,299.2,313.5,2632,21.2,9
ARMOR-T90-01205,301.4,306.2,1669,84.7,142
ARMOR-T90-01206,305.0,317.3,2009,77.8,39
ARMOR-T90-01207,303.9,308.4,1705,16.5,138
ARMOR-T90-01208,300.8,309.4,2296,75.1,183
ARMOR-T90-01209,298.6,310.2,1283,79.4,173
ARMOR-T90-01210,308.0,305.7,1258,39.7,44
ARMOR-T90-01211,300.5,311.5,2244,65.4,86
ARMOR-T90-01212,300.9,306.6,2681,45.9,140
ARMOR-T90-01213,297.1,310.2,2117,60.9,26
ARMOR-T90-01214,305.3,309.6,1356,38.8,232
ARMOR-T90-01215,304.0,315.0,2552,37.6,208
ARMOR-T90-01216,297.9,315.4,2796,44.7,49
ARMOR-T90-01217,296.1,307.0,1775,25.2,60
ARMOR-T90-01218,303.8,309.8,2036,73.2,242
ARMOR-T90-01219,303.5,309.9,1879,39.4,12
ARMOR-T90-01220,298.6,307.0,1402,43.0,139
ARMOR-T90-01221,307.4,315.4,2329,77.6,156
ARMOR-T90-01222,297.0,314.2,2345,49.8,84
ARMOR-T90-01223,300.6,307.5,1517,53.1,83
ARMOR-T90-01224,307.3,309.8,2405,82.0,19
ARMOR-T90-01225,300.5,306.4,2539,77.1,30
ARMOR-T90-01226,303.3,313.2,1605,26.9,7
ARMOR-T90-01227,300.2,306.6,2185,48.1,23
ARMOR-T90-01228,298.6,317.8,2148,83.0,202
ARMOR-T90-01229,307.8,315.1,2293,41.1,166
ARMOR-T90-01230,300.3,310.1,2383,41.0,32
ARMOR-T90-01231,306.6,312.5,2463,28.7,41
ARMOR-T90-01232,298.0,316.8,2746,23.0,142
ARMOR-T90-01233,297.8,312.2,2361,66.8,195
ARMOR-T90-01234,295.4,307.3,1694,68.9,192
ARMOR-T90-01235,303.5,309.9,1878,82.8,159
ARMOR-T90-01236,299.8,316.0,2470,69.1,138
ARMOR-T90-01237,306.2,313.4,2766,32.0,93
ARMOR-T90-01238,301.2,313.5,2747,17.8,36
ARMOR-T90-01239,307.6,316.3,2466,84.0,146
ARMOR-T90-01240,297.4,316.6,2559,38.8,178
ARMOR-T90-01241,306.3,317.0,2645,36.8,227
ARMOR-T90-01242,305.1,306.2,2034,78.4,33
ARMOR-T90-01243,305.0,312.1,1393,56.0,198
ARMOR-T90-01244,306.0,314.6,1507,30.0,187
ARMOR-T90-01245,304.9,314.8,1705,77.2,236
ARMOR-T90-01246,303.1,312.9,1480,84.5,211
ARMOR-T90-01247,296.7,307.2,1874,21.1,52
ARMOR-T90-01248,295.4,315.4,2132,75.4,139
ARMOR-T90-01249,307.0,314.4,2662,42.3,189
ARMOR-T90-01250,303.0,306.1,1914,51.7,95
ARMOR-T90-01251,305.4,311.0,1807,79.0,193
ARMOR-T90-01252,301.3,307.3,1682,83.1,213
ARMOR-T90-01253,296.5,309.4,2446,33.4,104
ARMOR-T90-01254,296.6,305.2,1316,29.9,47
ARMOR-T90-01255,303.9,310.2,2167,20.6,39
ARMOR-T90-01256,300.6,312.1,1391,54.3,151
ARMOR-T90-01257,297.6,313.1,1987,16.0,177
ARMOR-T90-01258,301.4,313.6,1817,43.8,222
ARMOR-T90-01259,295.8,315.9,1715,20.1,195
ARMOR-T90-01260,302.6,307.8,2753,43.4,87
ARMOR-T90-01261,298.5,306.6,1506,17.8,42
ARMOR-T90-01262,305.4,316.1,1731,73.5,16
ARMOR-T90-01263,299.0,307.0,1321,29.7,231
ARMOR-T90-01264,300.9,317.7,1848,38.0,210
ARMOR-T90-01265,295.2,316.0,1791,75.9,231
ARMOR-T90-01266,295.9,311.5,2377,67.2,101
ARMOR-T90-01267,300.1,317.8,2069,30.3,182
ARMOR-T90-01268,301.2,306.3,2760,20.0,161
ARMOR-T90-01269,302.8,308.9,2675,65.1,110
ARMOR-T90-01270,298.8,313.3,2392,42.3,224
ARMOR-T90-01271,304.0,309.6,1258,68.6,69
ARMOR-T90-01272,306.2,317.1,1500,46.2,59
ARMOR-T90-01273,305.1,305.9,1752,39.2,178
ARMOR-T90-01274,295.5,312.1,2773,46.6,227
ARMOR-T90-01275,301.2,312.7,2340,67.4,76
ARMOR-T90-01276,296.4,313.5,2350,78.2,238
ARMOR-T90-01277,298.1,308.3,2628,18.5,200
ARMOR-T90-01278,307.8,309.7,1598,51.7,34
ARMOR-T90-01279,296.9,316.0,1714,17.3,161
ARMOR-T90-01280,301.5,307.5,2004,47.8,15
ARMOR-T90-01281,303.0,315.7,1697,77.0,209
ARMOR-T90-01282,304.1,312.3,2141,40.3,145
ARMOR-T90-01283,302.3,314.9,1727,80.3,37
ARMOR-T90-01284,295.1,314.3,1597,59.1,241
ARMOR-T90-01285,299.2,307.7,2488,80.4,170
ARMOR-T90-01286,301.7,312.4,2486,68.0,31
ARMOR-T90-01287,296.1,316.3,2621,22.2,6
ARMOR-T90-01288,299.6,310.6,2750,31.2,214
ARMOR-T90-01289,295.4,317.6,1635,42.6,214
ARMOR-T90-01290,296.0,310.9,2039,26.9,45
ARMOR-T90-01291,300.2,306.9,1559,49.6,188
ARMOR-T90-01292,296.7,310.1,2352,48.0,17
ARMOR-T90-01293,302.4,317.4,2063,81.9,70
ARMOR-T90-01294,304.0,309.2,1833,45.4,233
ARMOR-T90-01295,305.4,316.3,2464,70.0,39
ARMOR-T90-01296,297.6,316.5,2445,80.9,87
ARMOR-T90-01297,297.2,309.6,1413,76.4,77
ARMOR-T90-01298,296.4,306.1,2115,29.6,177
ARMOR-T90-01299,303.3,314.4,1791,49.7,4
ARMOR-T90-01300,304.2,309.0,1334,39.3,237
ARMOR-T90-01301,295.4,315.2,1953,43.0,181
ARMOR-T90-01302,307.2,310.8,1585,40.3,248
ARMOR-T90-01303,295.7,311.3,2526,72.8,85
ARMOR-T90-01304,302.0,315.1,2510,46.6,185
ARMOR-T90-01305,304.2,310.0,2785,51.7,21
ARMOR-T90-01306,306.3,310.8,2412,83.8,73
ARMOR-T90-01307,304.3,309.9,2520,19.2,89
ARMOR-T90-01308,305.4,309.8,2749,49.2,78
ARMOR-T90-01309,299.4,311.8,1588,69.2,165
ARMOR-T90-01310,305.6,315.5,2682,25.6,232
ARMOR-T90-01311,296.0,309.7,1943,57.8,233
ARMOR-T90-01312,306.6,311.8,2484,31.8,118
ARMOR-T90-01313,302.1,313.7,1903,75.7,176
ARMOR-T90-01314,305.6,308.5,2124,37.9,128
ARMOR-T90-01315,300.9,308.6,1972,38.0,77
ARMOR-T90-01316,303.4,317.1,2336,56.9,35
ARMOR-T90-01317,301.8,314.4,2063,27.8,94
ARMOR-T90-01318,304.5,312.5,2259,34.9,27
ARMOR-T90-01319,296.1,313.4,1278,44.2,97
ARMOR-T90-01320,295.8,305.4,2498,39.8,34
ARMOR-T90-01321,298.2,313.0,2501,51.7,187
ARMOR-T90-01322,297.1,311.6,1873,57.0,230
ARMOR-T90-01323,306.3,312.1,1511,54.7,61
ARMOR-T90-01324,297.8,309.7,2752,60.8,86
ARMOR-T90-01325,307.7,306.1,1403,36.5,173
ARMOR-T90-01326,299.4,307.5,2184,23.8,107
ARMOR-T90-01327,297.4,317.4,1216,68.3,210
ARMOR-T90-01328,305.3,310.3,1675,74.6,124
ARMOR-T90-01329,303.6,311.1,2734,33.0,209
ARMOR-T90-01330,301.5,305.7,2216,43.5,78
ARMOR-T90-01331,302.2,305.5,1409,49.9,124
ARMOR-T90-01332,304.3,314.3,1698,52.3,60
ARMOR-T90-01333,298.0,312.0,2625,61.2,192
ARMOR-T90-01334,308.0,311.6,1628,17.9,216
ARMOR-T90-01335,307.7,308.2,2301,65.5,25
ARMOR-T90-01336,303.5,314.7,2791,19.3,162
ARMOR-T90-01337,297.6,307.2,2303,47.8,56
ARMOR-T90-01338,303.8,307.5,2529,72.9,206
ARMOR-T90-01339,295.9,311.0,1257,46.6,190
ARMOR-T90-01340,295.4,308.7,2753,25.4,131
ARMOR-T90-01341,298.3,308.2,2431,84.0,206
ARMOR-T90-01342,301.0,313.4,2734,77.2,41
ARMOR-T90-01343,306.3,313.5,2358,69.0,229
ARMOR-T90-01344,304.5,315.7,2193,43.8,172
ARMOR-T90-01345,304.7,310.4,1721,27.9,166
ARMOR-T90-01346,300.5,306.0,1780,80.9,249
ARMOR-T90-01347,299.5,308.6,2098,52.3,245
ARMOR-T90-01348,299.8,317.7,2306,74.7,192
ARMOR-T90-01349,307.8,312.8,1820,38.9,21
ARMOR-T90-01350,295.5,314.2,2267,38.5,138
ARMOR-T90-01351,306.3,305.1,2706,84.0,237
ARMOR-T90-01352,302.5,311.7,2165,51.5,229
ARMOR-T90-01353,300.7,305.5,2109,24.8,164
ARMOR-T90-01354,304.4,312.4,1692,30.4,242
ARMOR-T90-01355,301.3,317.0,1698,48.7,89
ARMOR-T90-01356,306.4,317.6,2241,18.0,178
ARMOR-T90-01357,306.7,312.0,1804,47.4,218
ARMOR-T90-01358,300.5,311.0,2147,44.3,57
ARMOR-T90-01359,298.6,317.3,1493,69.6,204
ARMOR-T90-01360,302.7,313.8,2371,39.8,6
ARMOR-T90-01361,306.9,305.8,2695,83.8,135
ARMOR-T90-01362,297.7,311.1,1371,27.7,237
ARMOR-T90-01363,303.1,308.1,2786,56.4,50
ARMOR-T90-01364,303.2,311.1,1730,21.3,242
ARMOR-T90-01365,304.5,310.9,2343,66.4,150
ARMOR-T90-01366,296.7,312.6,1265,84.6,89
ARMOR-T90-01367,304.3,309.6,1340,72.3,107
ARMOR-T90-01368,306.8,307.1,1645,53.9,246
ARMOR-T90-01369,297.3,311.5,2729,48.9,218
ARMOR-T90-01370,298.1,315.8,1388,73.5,8
ARMOR-T90-01371,307.6,313.6,1357,80.5,173
ARMOR-T90-01372,297.4,309.4,1869,84.2,37
ARMOR-T90-01373,306.1,317.2,1445,42.8,110
ARMOR-T90-01374,301.4,316.9,2055,84.4,12
ARMOR-T90-01375,298.2,307.7,2143,25.9,6
ARMOR-T90-01376,306.3,305.5,1947,32.7,138
ARMOR-T90-01377,300.8,314.6,2256,21.2,201
ARMOR-T90-01378,301.7,315.8,2584,34.0,224
ARMOR-T90-01379,299.7,317.6,1529,68.8,230
ARMOR-T90-01380,302.7,316.6,1711,74.7,177
ARMOR-T90-01381,297.1,312.8,2049,69.5,246
ARMOR-T90-01382,300.1,311.9,2294,59.2,66
ARMOR-T90-01383,307.6,305.4,2536,51.0,40
ARMOR-T90-01384,298.4,308.2,1278,64.6,156
ARMOR-T90-01385,303.5,311.0,1368,42.4,164
ARMOR-T90-01386,299.2,313.2,2009,73.9,246
ARMOR-T90-01387,305.1,312.2,2182,62.4,183
ARMOR-T90-01388,296.7,314.7,1379,63.8,236
ARMOR-T90-01389,307.6,308.6,1459,52.5,207
ARMOR-T90-01390,300.9,312.3,2709,77.0,15
ARMOR-T90-01391,298.1,306.1,2228,32.6,43
ARMOR-T90-01392,296.0,310.4,1496,41.7,49
ARMOR-T90-01393,297.2,314.8,1819,69.4,234
ARMOR-T90-01394,301.8,314.0,2054,49.5,240
ARMOR-T90-01395,299.4,317.9,1559,77.2,198
ARMOR-T90-01396,305.8,308.6,1316,39.2,206
ARMOR-T90-01397,300.6,311.5,1556,40.9,229
ARMOR-T90-01398,298.2,309.3,2156,77.2,133
ARMOR-T90-01399,303.0,310.7,1638,47.5,17
ARMOR-T90-01400,304.2,316.1,2554,51.1,146
ARMOR-T90-01401,297.2,313.9,2748,38.3,243
ARMOR-T90-01402,297.2,316.5,2411,34.4,50
ARMOR-T90-01403,295.5,307.6,2504,60.9,193
ARMOR-T90-01404,304.6,316.4,2734,23.4,2
ARMOR-T90-01405,303.6,305.8,2689,76.5,237
ARMOR-T90-01406,301.2,316.6,2338,69.5,245
ARMOR-T90-01407,306.0,309.3,2459,28.4,88
ARMOR-T90-01408,305.5,309.1,2561,63.6,227
ARMOR-T90-01409,302.6,311.7,1721,57.2,53
ARMOR-T90-01410,306.3,317.2,1398,27.9,48
ARMOR-T90-01411,297.7,305.6,2273,34.1,27
ARMOR-T90-01412,296.5,309.6,2365,43.6,37
ARMOR-T90-01413,298.5,316.1,2751,63.9,27
ARMOR-T90-01414,295.7,310.1,2737,59.7,31
ARMOR-T90-01415,301.9,307.6,1869,52.3,242
ARMOR-T90-01416,307.2,310.5,2253,68.8,40
ARMOR-T90-01417,295.5,310.0,2305,68.1,35
ARMOR-T90-01418,296.6,316.9,1230,58.3,102
ARMOR-T90-01419,300.9,314.9,2207,70.1,35
ARMOR-T90-01420,307.1,311.6,1532,38.4,106
ARMOR-T90-01421,299.1,317.8,1859,76.7,245
ARMOR-T90-01422,301.6,311.0,1376,58.0,125
ARMOR-T90-01423,295.5,305.8,1569,72.6,86
ARMOR-T90-01424,296.9,308.4,1746,53.2,65
ARMOR-T90-01425,307.8,310.7,1734,30.3,137
ARMOR-T90-01426,307.5,307.0,2329,53.0,69
ARMOR-T90-01427,295.1,317.3,1296,41.0,199
ARMOR-T90-01428,307.4,315.0,1429,63.8,78
ARMOR-T90-01429,303.3,308.5,1426,48.3,236
ARMOR-T90-01430,306.3,312.7,1570,73.5,92
ARMOR-T90-01431,300.9,314.4,2323,62.5,190
ARMOR-T90-01432,301.7,317.2,2668,62.9,91
ARMOR-T90-01433,301.4,316.5,2691,30.2,21
ARMOR-T90-01434,303.7,311.7,1254,83.9,225
ARMOR-T90-01435,296.8,315.1,2418,73.9,19
ARMOR-T90-01436,295.4,312.3,2743,70.2,32
ARMOR-T90-01437,299.0,312.2,1623,38.1,142
ARMOR-T90-01438,304.2,306.5,1514,52.5,134
ARMOR-T90-01439,297.6,306.6,2351,24.6,215
ARMOR-T90-01440,303.8,311.9,1231,52.7,89
ARMOR-T90-01441,307.6,308.5,1292,25.2,49
ARMOR-T90-01442,296.2,305.3,1718,53.7,9
ARMOR-T90-01443,303.7,314.4,2481,60.4,78
ARMOR-T90-01444,300.8,305.4,2052,42.3,36
ARMOR-T90-01445,306.3,312.7,2443,49.9,58
ARMOR-T90-01446,297.3,312.0,1951,76.3,87
ARMOR-T90-01447,304.0,317.6,2329,22.6,202
ARMOR-T90-01448,305.9,311.3,2771,70.4,103
ARMOR-T90-01449,307.3,305.8,1615,27.0,62
ARMOR-T90-01450,303.9,312.2,1756,17.6,20
ARMOR-T90-01451,301.5,315.9,2532,28.0,103
ARMOR-T90-01452,303.0,318.0,1565,68.6,229
ARMOR-T90-01453,306.3,310.6,2744,43.4,78
ARMOR-T90-01454,302.4,309.2,2682,76.1,206
ARMOR-T90-01455,295.4,316.8,1798,51.7,36
ARMOR-T90-01456,307.1,307.5,2593,16.6,44
ARMOR-T90-01457,304.0,313.0,1530,65.2,141
ARMOR-T90-01458,303.8,310.3,1888,22.7,42
ARMOR-T90-01459,297.8,305.5,1210,70.3,115
ARMOR-T90-01460,303.6,309.5,2017,26.8,84
ARMOR-T90-01461,300.1,308.4,2730,39.2,235
ARMOR-T90-01462,303.5,313.9,1618,68.3,83
ARMOR-T90-01463,296.4,317.3,2345,81.8,160
ARMOR-T90-01464,303.6,308.5,2110,41.0,2
ARMOR-T90-01465,308.0,315.5,2458,73.1,103
ARMOR-T90-01466,295.6,305.7,2554,28.4,86
ARMOR-T90-01467,307.7,312.0,2766,71.5,171
ARMOR-T90-01468,300.3,305.9,1547,61.0,110
ARMOR-T90-01469,306.3,317.1,2157,28.5,86
ARMOR-T90-01470,305.2,315.0,1611,36.2,90
ARMOR-T90-01471,302.4,313.6,2447,24.2,34
ARMOR-T90-01472,304.6,315.7,1352,41.8,152
ARMOR-T90-01473,306.4,313.4,2435,29.3,95
ARMOR-T90-01474,300.3,317.6,1291,60.1,85
ARMOR-T90-01475,299.3,314.3,1530,84.6,135
ARMOR-T90-01476,303.7,317.0,2690,15.8,247
ARMOR-T90-01477,305.5,311.7,2154,52.9,242
ARMOR-T90-01478,304.9,306.5,2169,55.2,115
ARMOR-T90-01479,305.4,311.9,1753,79.0,189
ARMOR-T90-01480,300.7,306.6,2129,50.4,229
ARMOR-T90-01481,305.6,312.7,2451,53.1,145
ARMOR-T90-01482,296.6,311.3,1393,48.0,91
ARMOR-T90-01483,302.1,313.1,1729,33.8,155
ARMOR-T90-01484,295.1,305.1,2044,18.9,202
ARMOR-T90-01485,299.2,307.5,2466,43.6,139
ARMOR-T90-01486,299.8,311.4,2612,18.7,191
ARMOR-T90-01487,300.2,317.4,2499,53.5,246
ARMOR-T90-01488,304.0,310.0,2673,36.5,1
ARMOR-T90-01489,300.1,310.5,1838,52.4,186
ARMOR-T90-01490,300.8,314.3,2797,24.4,164
ARMOR-T90-01491,298.1,312.8,1677,80.3,123
ARMOR-T90-01492,299.9,308.9,1679,77.6,3
ARMOR-T90-01493,298.0,310.3,1487,28.3,168
ARMOR-T90-01494,296.0,307.8,1897,39.0,172
ARMOR-T90-01495,302.8,317.6,1894,57.9,108
ARMOR-T90-01496,303.7,306.7,1739,21.7,110
ARMOR-T90-01497,303.1,309.8,1529,39.8,33
ARMOR-T90-01498,301.0,305.3,1669,32.6,86
ARMOR-T90-01499,299.9,307.9,2048,79.1,12
ARMOR-T90-01500,306.2,315.1,1733,74.7,6
ARMOR-T90-01501,301.7,307.6,1666,55.6,31
ARMOR-T90-01502,301.2,306.0,2176,51.4,22
ARMOR-T90-01503,295.3,311.2,1619,80.2,176
ARMOR-T90-01504,299.4,305.1,2345,80.3,199
ARMOR-T90-01505,299.9,306.1,1961,82.9,241
ARMOR-T90-01506,300.2,315.5,2205,23.8,238
ARMOR-T90-01507,302.5,315.0,2090,26.2,46
ARMOR-T90-01508,301.9,316.9,1507,62.4,164
ARMOR-T90-01509,302.9,316.1,2123,52.9,225
ARMOR-T90-01510,304.9,313.9,1533,16.3,175
ARMOR-T90-01511,305.6,305.7,2153,19.3,28
ARMOR-T90-01512,304.3,315.2,2643,77.2,164
ARMOR-T90-01513,307.4,316.0,2549,75.8,22
ARMOR-T90-01514,295.2,315.4,2221,40.0,37
ARMOR-T90-01515,297.5,311.6,1988,77.4,220
ARMOR-T90-01516,295.1,308.0,2031,56.6,126
ARMOR-T90-01517,303.4,316.0,2043,71.4,43
ARMOR-T90-01518,306.7,314.5,2796,44.9,4
ARMOR-T90-01519,298.2,317.7,1449,22.9,179
ARMOR-T90-01520,307.1,307.0,2318,45.4,39
ARMOR-T90-01521,295.8,307.9,2519,47.0,138
ARMOR-T90-01522,307.1,307.8,1383,53.6,77
ARMOR-T90-01523,299.6,315.3,2483,22.4,247
ARMOR-T90-01524,296.3,307.4,1998,84.4,240
ARMOR-T90-01525,301.3,305.9,1385,32.1,105
ARMOR-T90-01526,298.3,318.0,2632,28.9,129
ARMOR-T90-01527,298.7,305.3,2292,51.9,162
ARMOR-T90-01528,299.0,315.9,2037,52.6,172
ARMOR-T90-01529,305.4,309.7,1826,45.8,48
ARMOR-T90-01530,302.0,315.9,2058,69.0,122
ARMOR-T90-01531,299.0,312.2,1207,51.2,34
ARMOR-T90-01532,302.9,316.7,2488,57.7,105
ARMOR-T90-01533,304.3,317.0,1982,65.7,219
ARMOR-T90-01534,298.5,305.1,2707,16.8,71
ARMOR-T90-01535,300.4,306.0,1974,54.9,159
ARMOR-T90-01536,296.6,308.3,2206,76.9,195
ARMOR-T90-01537,297.4,313.7,2594,16.2,108
ARMOR-T90-01538,303.9,316.5,1876,43.4,124
ARMOR-T90-01539,297.4,311.0,2306,79.8,70
ARMOR-T90-01540,301.8,312.9,1410,39.7,38
ARMOR-T90-01541,304.2,307.5,2536,47.1,175
ARMOR-T90-01542,296.4,315.5,2560,83.7,90
ARMOR-T90-01543,302.4,317.6,1689,29.0,36
ARMOR-T90-01544,298.3,308.5,2626,19.6,187
ARMOR-T90-01545,307.5,311.4,1838,75.2,80
ARMOR-T90-01546,301.3,306.1,1390,75.8,201
ARMOR-T90-01547,305.5,312.3,1870,48.0,131
ARMOR-T90-01548,302.2,311.5,2042,51.0,22
ARMOR-T90-01549,295.6,306.9,1534,73.5,141
ARMOR-T90-01550,303.2,310.7,2745,66.7,4
ARMOR-T90-01551,307.4,309.3,2310,33.6,193
ARMOR-T90-01552,302.8,311.8,1778,16.2,109
ARMOR-T90-01553,305.6,312.6,1261,48.6,151
ARMOR-T90-01554,306.5,305.1,1586,75.1,17
ARMOR-T90-01555,298.0,314.9,2369,77.7,26
ARMOR-T90-01556,297.8,314.3,1352,81.9,23
ARMOR-T90-01557,302.9,309.8,1818,76.6,28
ARMOR-T90-01558,300.3,305.7,1897,55.6,138
ARMOR-T90-01559,305.9,314.8,2572,46.1,239
ARMOR-T90-01560,306.7,317.4,1377,69.2,145
ARMOR-T90-01561,299.6,308.1,2046,66.8,122
ARMOR-T90-01562,298.1,309.2,1686,52.7,127
ARMOR-T90-01563,305.1,307.4,2470,21.1,111
ARMOR-T90-01564,298.6,312.5,2477,79.8,116
ARMOR-T90-01565,305.7,307.0,1699,46.9,131
ARMOR-T90-01566,300.5,309.6,1740,40.4,32
ARMOR-T90-01567,303.7,314.1,2575,59.1,205
ARMOR-T90-01568,296.2,312.3,2735,62.2,235
ARMOR-T90-01569,303.1,310.0,1212,29.7,247
ARMOR-T90-01570,300.9,310.5,2782,73.6,41
ARMOR-T90-01571,302.6,312.3,1350,35.3,159
ARMOR-T90-01572,297.2,305.1,2273,28.1,178
ARMOR-T90-01573,304.6,306.0,2438,43.4,124
ARMOR-T90-01574,306.2,316.5,2190,66.1,3
ARMOR-T90-01575,297.8,306.0,1843,82.6,19
ARMOR-T90-01576,296.2,314.2,1571,71.6,212
ARMOR-T90-01577,295.3,317.0,2336,80.8,194
ARMOR-T90-01578,303.3,308.5,1451,24.8,216
ARMOR-T90-01579,302.9,309.8,2564,20.0,67
ARMOR-T90-01580,302.1,312.4,1252,54.0,189
ARMOR-T90-01581,298.0,316.5,2353,35.3,57
ARMOR-T90-01582,300.1,317.2,1392,73.0,174
ARMOR-T90-01583,302.7,314.6,1790,62.0,202
ARMOR-T90-01584,301.5,306.1,2280,83.0,79
ARMOR-T90-01585,307.8,313.7,1296,32.8,186
ARMOR-T90-01586,296.8,310.3,1397,49.0,227
ARMOR-T90-01587,304.0,311.1,1346,50.1,133
ARMOR-T90-01588,300.3,305.6,2798,31.7,94
ARMOR-T90-01589,300.6,307.5,2518,56.3,167
ARMOR-T90-01590,304.3,315.3,1922,46.0,204
ARMOR-T90-01591,304.0,310.9,1883,46.3,150
ARMOR-T90-01592,307.9,308.9,2235,40.4,179
ARMOR-T90-01593,296.7,310.0,1532,16.2,3
ARMOR-T90-01594,296.4,316.1,2443,51.5,164
ARMOR-T90-01595,304.4,314.7,2621,38.5,169
ARMOR-T90-01596,302.5,308.5,2565,15.1,228
ARMOR-T90-01597,298.6,306.5,1711,36.6,43
ARMOR-T90-01598,296.0,308.3,1371,34.5,224
ARMOR-T90-01599,296.1,317.0,2691,42.5,124
ARMOR-T90-01600,306.6,312.6,2389,24.2,247
ARMOR-T90-01601,297.5,311.9,2393,50.5,41
ARMOR-T90-01602,299.2,312.8,1763,63.5,28
ARMOR-T90-01603,297.9,309.8,1711,59.1,228
ARMOR-T90-01604,299.6,315.5,2412,71.3,146
ARMOR-T90-01605,295.9,311.8,2343,46.6,242
ARMOR-T90-01606,301.7,306.5,1304,51.3,211
ARMOR-T90-01607,295.9,306.7,1873,71.7,159
ARMOR-T90-01608,305.4,312.0,2006,44.9,43
ARMOR-T90-01609,298.0,317.2,2264,64.1,54
ARMOR-T90-01610,302.0,309.0,2088,45.4,79
ARMOR-T90-01611,306.4,316.3,2075,44.2,132
ARMOR-T90-01612,303.5,314.9,1876,68.2,112
ARMOR-T90-01613,301.9,308.2,1520,27.2,173
ARMOR-T90-01614,299.2,305.5,1534,38.7,203
ARMOR-T90-01615,299.3,306.3,2383,30.7,172
ARMOR-T90-01616,303.7,314.5,1463,40.1,20
ARMOR-T90-01617,307.9,307.6,2064,31.1,77
ARMOR-T90-01618,303.6,309.8,2753,55.6,228
ARMOR-T90-01619,302.3,311.5,2700,70.9,149
ARMOR-T90-01620,304.5,314.4,1551,70.1,29
ARMOR-T90-01621,301.0,306.5,2768,40.5,22
ARMOR-T90-01622,295.8,310.3,2433,84.2,4
ARMOR-T90-01623,302.3,311.3,2719,56.6,62
ARMOR-T90-01624,307.4,312.0,2605,43.0,220
ARMOR-T90-01625,297.3,315.6,1875,73.5,58
ARMOR-T90-01626,304.0,307.2,2704,66.1,221
ARMOR-T90-01627,297.6,315.5,2118,67.4,81
ARMOR-T90-01628,302.0,314.0,1204,28.7,237
ARMOR-T90-01629,296.3,312.2,1233,47.8,241
ARMOR-T90-01630,300.9,314.1,2368,75.3,51
ARMOR-T90-01631,304.8,310.4,1550,50.3,64
ARMOR-T90-01632,299.5,306.8,1782,62.8,38
ARMOR-T90-01633,303.6,313.7,1664,56.2,208
ARMOR-T90-01634,305.3,311.8,1547,74.0,2
ARMOR-T90-01635,307.1,313.3,1324,34.9,169
ARMOR-T90-01636,298.1,309.4,2494,55.3,70
ARMOR-T90-01637,300.2,316.8,1556,23.6,154
ARMOR-T90-01638,297.0,312.6,1726,63.3,155
ARMOR-T90-01639,307.9,306.1,1697,66.2,235
ARMOR-T90-01640,307.1,310.8,2376,18.0,181
ARMOR-T90-01641,302.0,314.8,1252,62.3,222
ARMOR-T90-01642,305.9,315.3,1348,44.0,14
ARMOR-T90-01643,301.8,311.4,1702,23.7,246
ARMOR-T90-01644,303.1,316.6,2069,44.4,180
ARMOR-T90-01645,296.2,308.5,2673,28.6,239
ARMOR-T90-01646,304.8,310.3,1418,44.1,71
ARMOR-T90-01647,296.7,316.7,2500,41.9,69
ARMOR-T90-01648,305.7,316.7,1651,66.7,219
ARMOR-T90-01649,305.2,313.9,2651,69.2,3
ARMOR-T90-01650,304.2,316.2,1282,57.5,93
ARMOR-T90-01651,295.5,306.2,2441,16.6,234
ARMOR-T90-01652,298.9,316.2,1937,80.2,144
ARMOR-T90-01653,298.4,309.2,1726,63.0,33
ARMOR-T90-01654,299.7,307.3,1603,17.4,123
ARMOR-T90-01655,296.1,308.1,1489,72.3,133
ARMOR-T90-01656,307.2,310.4,1619,29.0,35
ARMOR-T90-01657,302.2,308.3,1538,55.5,98
ARMOR-T90-01658,299.0,309.2,1976,47.7,230
ARMOR-T90-01659,300.2,306.8,1910,44.4,166
ARMOR-T90-01660,300.8,308.9,2186,77.3,79
