asset_id,vibration_g_rms,bearing_temp_c,shaft_rpm,kurtosis
AST-BRG-00538,0.0518,60.0,1480,3.38
AST-BRG-00539,0.0471,44.6,2498,3.37
AST-BRG-00540,0.0679,45.3,1972,3.4
AST-BRG-00541,0.2194,60.1,1527,3.75
AST-BRG-00542,0.0657,80.4,3458,3.25
AST-BRG-00543,0.0565,88.9,2122,3.33
AST-BRG-00544,0.0483,40.0,1751,2.94
AST-BRG-00545,0.4809,58.6,3273,4.38
AST-BRG-00546,0.0637,41.0,3274,3.43
AST-BRG-00547,0.0467,36.0,1901,3.22
AST-BRG-00548,0.0408,74.7,3119,3.12
AST-BRG-00549,0.8896,71.1,1366,5.19
AST-BRG-00550,0.0628,44.8,1368,3.34
AST-BRG-00551,0.078,49.0,1428,3.41
AST-BRG-00552,0.0587,36.4,3202,3.47
AST-BRG-00553,0.0685,85.1,1566,3.18
AST-BRG-00554,0.0673,93.5,1727,3.43
AST-BRG-00555,0.0538,43.1,1990,3.27
AST-BRG-00556,0.1847,48.9,1723,3.79
AST-BRG-00557,1.417,87.1,2295,6.66
AST-BRG-00558,0.07,90.6,2868,3.29
AST-BRG-00559,0.0553,60.2,3353,3.29
AST-BRG-00560,0.6128,38.0,3108,4.78
AST-BRG-00561,0.069,37.4,2505,3.55
AST-BRG-00562,0.0442,69.4,1332,2.95
AST-BRG-00563,0.1527,58.6,3516,3.21
AST-BRG-00564,1.2745,36.7,2842,6.55
AST-BRG-00565,1.1494,70.0,3088,5.99
AST-BRG-00566,0.0716,35.7,2970,3.35
AST-BRG-00567,0.0766,82.2,1217,3.28
AST-BRG-00568,0.0542,53.4,2977,2.99
AST-BRG-00569,0.043,37.4,1316,3.37
AST-BRG-00570,0.2008,70.3,1997,3.75
AST-BRG-00571,0.0627,58.9,2911,3.14
AST-BRG-00572,0.0609,93.4,1952,3.14
AST-BRG-00573,0.1596,67.7,2592,3.7
AST-BRG-00574,0.0789,51.5,3297,3.04
AST-BRG-00575,0.0483,77.6,1877,3.45
AST-BRG-00576,0.1566,51.3,1305,3.35
AST-BRG-00577,0.0496,89.3,1857,3.28
AST-BRG-00578,0.0564,57.5,3146,3.5
AST-BRG-00579,0.1734,68.0,2648,3.64
AST-BRG-00580,0.0788,38.0,2295,3.25
AST-BRG-00581,0.0499,60.6,2187,3.34
AST-BRG-00582,0.0633,84.9,3008,3.16
AST-BRG-00583,0.0794,83.3,2982,3.16
AST-BRG-00584,0.5187,48.5,1645,4.69
AST-BRG-00585,0.1802,48.6,3148,3.7
AST-BRG-00586,0.0768,84.0,3317,3.38
AST-BRG-00587,0.0663,90.8,3197,3.18
AST-BRG-00588,0.0509,40.7,3397,2.96
AST-BRG-00589,0.6101,62.0,1973,4.34
AST-BRG-00590,0.0788,55.2,2761,3.33
AST-BRG-00591,0.0503,87.2,2875,3.38
AST-BRG-00592,1.7123,40.0,2322,7.4
AST-BRG-00593,0.1286,47.7,2501,3.63
AST-BRG-00594,0.0763,80.1,2786,3.01
AST-BRG-00595,0.0748,38.1,2886,3.21
AST-BRG-00596,0.0507,64.6,2143,3.07
AST-BRG-00597,0.0708,61.5,1654,3.25
AST-BRG-00598,0.2,55.1,2327,3.34
AST-BRG-00599,0.0587,58.7,2145,3.52
AST-BRG-00600,0.0663,66.8,1800,3.1
AST-BRG-00601,0.0656,44.7,1924,3.52
AST-BRG-00602,0.0726,69.3,3480,3.24
AST-BRG-00603,0.0471,83.3,2617,3.51
AST-BRG-00604,0.0735,80.6,2724,3.32
AST-BRG-00605,0.0411,44.2,1450,3.46
AST-BRG-00606,0.0416,44.0,2744,2.91
AST-BRG-00607,0.0544,51.1,1278,3.38
AST-BRG-00608,1.1086,56.7,2097,6.11
AST-BRG-00609,0.1375,59.5,1980,3.23
AST-BRG-00610,0.0412,75.8,1425,2.96
AST-BRG-00611,0.0475,38.4,2274,3.17
AST-BRG-00612,0.0748,37.1,2409,3.55
AST-BRG-00613,1.1258,58.5,2257,5.94
AST-BRG-00614,0.043,76.8,2002,3.22
AST-BRG-00615,0.0795,46.6,1941,3.08
AST-BRG-00616,0.1707,73.5,3378,3.23
AST-BRG-00617,0.9156,50.6,1903,5.58
AST-BRG-00618,0.0412,88.2,2626,2.96
AST-BRG-00619,0.0623,88.7,3570,3.34
AST-BRG-00620,0.0744,52.8,1814,3.53
AST-BRG-00621,0.0464,48.8,1528,3.04
AST-BRG-00622,0.0443,59.7,2595,3.31
AST-BRG-00623,0.0756,49.4,2683,3.04
AST-BRG-00624,0.0512,75.3,1332,3.29
AST-BRG-00625,0.0759,84.6,2034,3.09
AST-BRG-00626,0.0733,75.4,1320,3.42
AST-BRG-00627,0.0447,84.5,2675,3.09
AST-BRG-00628,0.0754,58.8,2164,3.27
AST-BRG-00629,0.2163,44.4,1328,3.7
AST-BRG-00630,1.1117,79.3,2798,5.68
AST-BRG-00631,1.3634,56.6,3276,6.65
AST-BRG-00632,0.9621,75.3,2747,5.39
AST-BRG-00633,0.0425,51.2,1532,3.3
AST-BRG-00634,0.0745,39.9,2353,3.08
AST-BRG-00635,0.0529,94.6,2516,3.35
AST-BRG-00636,0.0439,44.4,2396,2.99
AST-BRG-00637,0.0595,94.3,2629,3.2
AST-BRG-00638,0.0434,93.6,1555,3.06
AST-BRG-00639,0.0678,82.6,1338,3.42
AST-BRG-00640,0.1485,74.6,2726,3.33
AST-BRG-00641,0.1304,69.7,2397,3.66
AST-BRG-00642,0.0531,87.0,1228,3.47
AST-BRG-00643,0.4367,52.4,2130,4.01
AST-BRG-00644,0.041,63.1,2213,3.27
AST-BRG-00645,0.2134,72.2,2027,3.39
AST-BRG-00646,0.0732,59.7,1550,3.22
AST-BRG-00647,0.0528,60.6,3224,3.36
AST-BRG-00648,0.0409,54.8,1498,3.3
AST-BRG-00649,0.1686,68.9,2943,3.6
AST-BRG-00650,0.1808,86.0,3065,3.42
AST-BRG-00651,0.737,47.1,2415,4.87
AST-BRG-00652,1.4299,91.1,2895,6.44
AST-BRG-00653,0.0598,76.3,3311,3.38
AST-BRG-00654,1.1242,84.4,1954,5.91
AST-BRG-00655,0.0529,68.4,1969,3.36
AST-BRG-00656,0.0655,81.8,2438,3.11
AST-BRG-00657,1.0281,36.0,2033,5.56
AST-BRG-00658,0.0745,84.1,3413,3.19
AST-BRG-00659,0.1508,37.4,3106,3.19
AST-BRG-00660,0.1333,88.4,2764,3.34
AST-BRG-00661,0.0433,94.5,2418,3.39
AST-BRG-00662,0.0443,52.6,1705,3.45
AST-BRG-00663,0.0458,47.6,2557,3.23
AST-BRG-00664,0.0651,80.9,2660,3.24
AST-BRG-00665,0.068,50.2,2616,2.99
AST-BRG-00666,0.0559,86.9,2372,3.47
AST-BRG-00667,0.0521,41.2,1960,2.94
AST-BRG-00668,0.0533,42.6,2032,3.5
AST-BRG-00669,0.0661,93.7,2628,3.26
AST-BRG-00670,0.1689,75.4,1482,3.43
AST-BRG-00671,0.0638,85.8,1578,3.51
AST-BRG-00672,0.0599,54.5,1397,2.96
AST-BRG-00673,0.0747,75.6,1755,3.34
AST-BRG-00674,1.1132,70.7,1555,5.91
AST-BRG-00675,1.1591,71.2,2763,5.83
AST-BRG-00676,0.1294,76.0,2240,3.38
AST-BRG-00677,1.717,69.5,1578,7.48
AST-BRG-00678,0.0467,60.7,1879,3.35
AST-BRG-00679,0.0729,51.6,2979,2.98
AST-BRG-00680,0.0508,81.1,2098,3.49
AST-BRG-00681,1.163,48.6,1275,5.81
AST-BRG-00682,1.6993,76.5,1430,7.19
AST-BRG-00683,0.064,49.0,2939,3.12
AST-BRG-00684,0.0509,72.5,2161,2.95
AST-BRG-00685,0.1581,79.8,3549,3.27
AST-BRG-00686,0.0525,48.1,3462,3.52
AST-BRG-00687,1.0415,38.6,3316,5.59
AST-BRG-00688,0.0541,42.9,1592,3.0
AST-BRG-00689,0.1819,71.4,2308,3.32
AST-BRG-00690,0.0503,86.0,1466,3.36
AST-BRG-00691,0.0404,37.7,2292,3.41
AST-BRG-00692,0.0528,79.0,1810,3.09
AST-BRG-00693,0.076,55.5,2570,3.0
AST-BRG-00694,0.074,63.7,2208,3.12
AST-BRG-00695,0.0662,90.7,2161,3.0
AST-BRG-00696,0.079,54.9,1872,3.06
AST-BRG-00697,0.0488,62.9,2900,3.18
AST-BRG-00698,0.0416,35.8,3362,3.04
AST-BRG-00699,0.2044,39.9,3467,3.62
AST-BRG-00700,0.583,50.5,1230,4.41
AST-BRG-00701,0.0439,36.7,2566,3.47
AST-BRG-00702,0.0589,72.9,2600,3.49
AST-BRG-00703,0.0506,60.6,2353,3.27
AST-BRG-00704,1.527,67.9,1816,6.83
AST-BRG-00705,0.0418,45.5,1738,3.13
AST-BRG-00706,0.0677,52.8,2070,3.22
AST-BRG-00707,0.0564,74.8,1300,3.38
AST-BRG-00708,0.0524,92.9,2612,3.2
AST-BRG-00709,0.9481,38.0,2140,5.68
AST-BRG-00710,1.4259,88.4,1540,6.93
AST-BRG-00711,0.7531,69.6,2243,4.88
AST-BRG-00712,0.0599,68.8,1237,3.29
AST-BRG-00713,0.0471,65.0,1859,2.97
AST-BRG-00714,0.0672,39.2,3233,3.09
AST-BRG-00715,0.4859,40.4,2760,4.26
AST-BRG-00716,0.0599,71.1,2856,3.07
AST-BRG-00717,0.1406,55.5,2249,3.68
AST-BRG-00718,0.0464,90.0,1653,3.01
AST-BRG-00719,1.6412,59.4,2904,7.18
AST-BRG-00720,0.0527,43.6,2546,3.3
AST-BRG-00721,0.0584,77.9,2018,3.36
AST-BRG-00722,1.4931,52.6,1972,6.76
AST-BRG-00723,0.0537,66.5,1212,3.46
AST-BRG-00724,0.0787,76.9,2120,3.34
AST-BRG-00725,0.0536,89.0,2024,3.2
AST-BRG-00726,0.0664,82.5,2514,3.01
AST-BRG-00727,0.0647,75.6,3579,3.24
AST-BRG-00728,0.0636,75.8,3508,3.45
AST-BRG-00729,0.0639,91.8,3217,3.33
AST-BRG-00730,0.0466,52.7,2428,3.42
AST-BRG-00731,0.0778,35.1,1896,3.29
AST-BRG-00732,0.1873,51.3,2149,3.34
AST-BRG-00733,0.0612,48.1,2638,2.96
AST-BRG-00734,1.7391,74.7,1268,7.33
AST-BRG-00735,0.2003,73.0,2981,3.72
AST-BRG-00736,0.0718,70.6,3447,3.45
AST-BRG-00737,0.0784,36.0,3463,3.17
AST-BRG-00738,0.0529,78.7,3169,3.23
AST-BRG-00739,0.1316,54.4,1411,3.38
AST-BRG-00740,0.0724,74.9,1707,3.23
AST-BRG-00741,0.0611,68.4,3263,3.09
AST-BRG-00742,0.2019,55.6,2721,3.39
AST-BRG-00743,0.1895,43.1,1531,3.39
AST-BRG-00744,0.0734,40.7,1750,3.02
AST-BRG-00745,0.0749,84.9,2824,3.11
AST-BRG-00746,0.0464,90.1,2141,2.92
AST-BRG-00747,0.0708,74.0,3503,3.35
AST-BRG-00748,0.0762,41.2,1927,3.18
AST-BRG-00749,0.2188,59.1,2079,3.93
AST-BRG-00750,0.0663,78.7,1848,3.08
AST-BRG-00751,0.0413,81.8,2199,3.11
AST-BRG-00752,0.0585,42.1,2721,3.16
AST-BRG-00753,0.0524,35.0,2812,2.94
AST-BRG-00754,0.0425,77.7,2209,3.41
AST-BRG-00755,0.2151,56.4,2750,3.36
AST-BRG-00756,0.066,50.3,2003,3.53
AST-BRG-00757,0.0528,35.8,1413,3.47
AST-BRG-00758,0.2156,67.4,1368,3.66
AST-BRG-00759,0.0741,86.1,2177,3.31
AST-BRG-00760,0.056,92.5,2528,3.33
AST-BRG-00761,0.0423,68.9,1345,3.14
AST-BRG-00762,0.0616,65.9,2998,3.34
AST-BRG-00763,0.0778,40.1,1715,3.02
AST-BRG-00764,0.0419,67.9,1652,2.94
AST-BRG-00765,0.0799,57.8,1259,3.27
AST-BRG-00766,0.0602,71.4,1727,3.28
AST-BRG-00767,0.0535,58.3,2223,3.47
AST-BRG-00768,1.2993,49.4,2764,6.11
AST-BRG-00769,0.041,40.7,2302,3.4
AST-BRG-00770,0.1697,53.9,1632,3.35
AST-BRG-00771,0.0435,40.8,2376,3.15
AST-BRG-00772,0.0623,45.6,1600,3.15
AST-BRG-00773,1.4473,94.2,3304,6.66
AST-BRG-00774,0.0517,61.6,3433,3.02
AST-BRG-00775,0.0616,66.9,1804,3.26
AST-BRG-00776,0.1307,87.4,3405,3.61
AST-BRG-00777,0.0492,94.7,3010,3.19
AST-BRG-00778,0.0499,70.0,2663,3.22
AST-BRG-00779,0.0751,83.7,2973,3.5
AST-BRG-00780,0.076,54.6,2753,3.41
AST-BRG-00781,0.1873,53.3,2296,3.56
AST-BRG-00782,0.2068,59.2,2128,3.47
AST-BRG-00783,0.0719,75.4,3151,3.51
AST-BRG-00784,0.0734,75.9,3173,3.33
AST-BRG-00785,0.0696,53.9,3264,3.11
AST-BRG-00786,1.487,43.0,2754,6.68
AST-BRG-00787,0.077,72.9,1525,3.47
AST-BRG-00788,0.0489,42.7,2194,2.95
AST-BRG-00789,0.8166,69.7,1812,5.44
AST-BRG-00790,0.0537,76.6,1795,3.01
AST-BRG-00791,0.0723,77.0,2120,3.46
AST-BRG-00792,0.0512,80.2,2041,3.16
AST-BRG-00793,0.048,87.4,2425,3.22
AST-BRG-00794,0.0448,65.0,1543,3.44
AST-BRG-00795,0.0775,78.8,3076,3.24
AST-BRG-00796,0.0768,72.2,2058,3.31
AST-BRG-00797,0.0772,46.2,2623,3.02
AST-BRG-00798,0.0707,36.5,1644,2.98
AST-BRG-00799,0.0561,52.1,2988,3.09
AST-BRG-00800,0.0786,61.6,1421,3.4
AST-BRG-00801,0.049,72.0,1791,3.0
AST-BRG-00802,0.0619,86.0,2230,3.02
AST-BRG-00803,0.0647,46.8,2495,3.21
AST-BRG-00804,1.5222,42.5,2217,6.99
AST-BRG-00805,0.0794,92.8,3263,3.43
AST-BRG-00806,0.0487,41.5,2647,3.03
AST-BRG-00807,0.1839,63.7,3245,3.31
AST-BRG-00808,0.1599,70.1,1723,3.76
AST-BRG-00809,0.0639,67.5,3268,3.12
AST-BRG-00810,1.5119,40.2,3475,7.09
AST-BRG-00811,1.7375,38.4,3008,7.66
AST-BRG-00812,0.072,41.3,2511,3.44
AST-BRG-00813,0.0582,70.1,2506,3.05
AST-BRG-00814,0.0403,67.7,2289,3.39
AST-BRG-00815,0.0426,49.0,2872,3.37
AST-BRG-00816,0.5991,73.3,1636,4.66
AST-BRG-00817,0.1684,84.2,2028,3.42
AST-BRG-00818,0.0686,37.5,1458,3.13
AST-BRG-00819,0.0715,64.9,3203,3.05
AST-BRG-00820,0.1644,76.4,3189,3.52
AST-BRG-00821,0.1733,50.1,1302,3.58
AST-BRG-00822,0.0776,53.5,2192,3.21
AST-BRG-00823,0.0683,71.8,1968,3.26
AST-BRG-00824,0.1548,88.9,2324,3.41
AST-BRG-00825,0.1396,83.6,2421,3.53
AST-BRG-00826,0.0711,70.0,3473,3.52
AST-BRG-00827,0.055,78.8,1436,3.04
AST-BRG-00828,0.0794,56.9,2344,3.23
AST-BRG-00829,0.6856,73.5,1966,4.6
AST-BRG-00830,0.0779,63.0,2190,3.37
AST-BRG-00831,0.0471,46.4,2959,3.36
AST-BRG-00832,0.0665,77.1,3520,3.53
AST-BRG-00833,1.5851,68.4,3479,6.93
AST-BRG-00834,0.0777,56.5,1695,3.56
AST-BRG-00835,0.0698,89.7,2247,3.01
AST-BRG-00836,0.0538,36.3,2926,3.3
AST-BRG-00837,0.1937,53.9,3272,3.32
AST-BRG-00838,0.0693,38.4,3535,3.51
AST-BRG-00839,0.0468,81.0,1537,3.23
AST-BRG-00840,0.1568,77.1,3137,3.59
AST-BRG-00841,0.0567,54.9,3017,3.44
AST-BRG-00842,0.0559,75.5,1336,3.03
AST-BRG-00843,0.0669,58.8,3474,2.99
AST-BRG-00844,0.0726,80.4,1519,3.51
AST-BRG-00845,0.0556,62.3,3063,3.13
AST-BRG-00846,0.0549,59.7,2115,3.01
AST-BRG-00847,0.0764,91.1,2405,3.27
AST-BRG-00848,0.053,50.1,3097,3.29
AST-BRG-00849,0.0574,42.2,3333,2.96
AST-BRG-00850,0.0534,70.1,2125,3.1
AST-BRG-00851,0.0416,93.2,3300,2.92
AST-BRG-00852,0.0749,57.7,2458,3.24
AST-BRG-00853,0.0727,38.7,3182,3.52
AST-BRG-00854,1.3739,55.4,1632,6.82
AST-BRG-00855,0.0674,65.4,2198,3.35
AST-BRG-00856,0.0577,44.7,3347,3.04
AST-BRG-00857,0.0515,74.5,2189,3.47
AST-BRG-00858,0.0584,94.9,1798,3.26
AST-BRG-00859,0.0585,62.1,1595,3.04
AST-BRG-00860,0.0743,56.3,1614,3.54
AST-BRG-00861,0.0622,59.0,2138,3.41
AST-BRG-00862,1.7559,41.9,2836,7.63
AST-BRG-00863,0.9965,88.0,1740,5.72
AST-BRG-00864,0.0724,59.9,2849,3.1
AST-BRG-00865,0.0621,58.2,3145,3.08
AST-BRG-00866,1.0835,74.6,1283,5.92
AST-BRG-00867,0.1725,61.5,1470,3.36
AST-BRG-00868,1.3259,73.9,3491,6.38
AST-BRG-00869,0.0631,38.7,1587,3.43
AST-BRG-00870,0.0794,83.8,1413,3.47
AST-BRG-00871,0.0722,91.4,1258,3.25
AST-BRG-00872,0.0688,73.9,2825,3.45
AST-BRG-00873,0.0751,92.3,2042,3.49
AST-BRG-00874,1.0739,44.1,2727,5.88
AST-BRG-00875,1.5586,63.6,2929,6.83
AST-BRG-00876,0.0429,71.1,1322,3.07
AST-BRG-00877,0.0429,69.9,2636,3.1
AST-BRG-00878,0.0673,59.1,2362,3.04
AST-BRG-00879,0.1803,55.3,1761,3.41
AST-BRG-00880,1.0116,42.6,3365,5.45
AST-BRG-00881,0.0778,58.5,2937,3.27
AST-BRG-00882,0.0576,44.8,2104,3.49
AST-BRG-00883,0.0573,79.1,1594,3.01
AST-BRG-00884,1.4263,47.5,2926,6.8
AST-BRG-00885,0.8736,38.5,2916,5.4
AST-BRG-00886,0.0411,68.1,2134,2.96
AST-BRG-00887,0.0748,70.7,2301,3.54
AST-BRG-00888,0.2127,87.3,2635,3.67
AST-BRG-00889,0.0649,69.6,1274,3.18
AST-BRG-00890,0.0691,55.7,1494,3.43
AST-BRG-00891,0.0462,83.2,1220,3.07
AST-BRG-00892,0.0581,67.4,2238,3.36
AST-BRG-00893,0.0578,39.8,2434,2.97
AST-BRG-00894,0.0494,69.0,1759,3.43
AST-BRG-00895,0.0554,89.5,2309,3.21
AST-BRG-00896,0.126,58.8,2372,3.5
AST-BRG-00897,0.0503,52.8,1571,3.06
AST-BRG-00898,0.175,43.6,3227,3.64
AST-BRG-00899,0.0727,44.1,2017,3.45
AST-BRG-00900,0.0517,61.0,2374,3.21
AST-BRG-00901,0.8679,70.7,2364,5.34
AST-BRG-00902,0.0598,39.8,2292,3.22
AST-BRG-00903,0.9777,91.4,2483,5.78
AST-BRG-00904,1.0163,80.3,3211,5.64
AST-BRG-00905,0.0474,70.2,2045,3.42
AST-BRG-00906,0.0406,84.7,3191,3.38
AST-BRG-00907,0.0509,39.8,1720,3.17
AST-BRG-00908,0.0776,63.6,1570,3.13
AST-BRG-00909,0.0775,72.8,2642,3.24
AST-BRG-00910,1.3471,84.7,1300,6.66
AST-BRG-00911,0.0712,82.0,1860,3.11
AST-BRG-00912,0.0719,51.6,2881,3.29
AST-BRG-00913,0.0511,91.5,1442,3.41
AST-BRG-00914,1.3191,42.5,1711,6.31
AST-BRG-00915,0.0676,87.5,3473,3.35
AST-BRG-00916,0.1552,93.3,2741,3.34
AST-BRG-00917,0.0724,45.6,3461,3.05
AST-BRG-00918,0.0693,78.3,3314,3.45
AST-BRG-00919,0.0609,37.4,1595,3.01
AST-BRG-00920,0.147,59.3,1811,3.33
AST-BRG-00921,0.0536,66.0,2460,3.45
AST-BRG-00922,0.0613,69.8,3057,3.16
AST-BRG-00923,0.0565,91.2,1969,3.53
AST-BRG-00924,0.0461,75.3,2622,3.5
AST-BRG-00925,1.4164,63.9,1606,6.5
AST-BRG-00926,0.0779,83.6,3072,3.02
AST-BRG-00927,0.8977,92.0,2703,5.47
AST-BRG-00928,0.2137,36.3,3469,3.6
AST-BRG-00929,0.0637,94.0,2379,3.02
AST-BRG-00930,1.2624,40.2,1853,6.38
AST-BRG-00931,0.057,83.9,2381,2.96
AST-BRG-00932,0.7637,51.8,2176,5.23
AST-BRG-00933,0.0794,42.9,2639,3.08
AST-BRG-00934,0.1794,61.4,2567,3.33
AST-BRG-00935,0.1916,73.6,1428,3.38
AST-BRG-00936,0.0751,57.9,3527,3.56
AST-BRG-00937,0.0473,38.3,3093,3.33
AST-BRG-00938,0.0727,71.0,2513,3.46
AST-BRG-00939,0.0758,89.1,2270,3.23
AST-BRG-00940,0.0716,58.0,2174,3.18
AST-BRG-00941,0.208,48.0,2938,3.46
AST-BRG-00942,0.0636,61.6,1957,3.25
AST-BRG-00943,0.1268,37.9,1520,3.45
AST-BRG-00944,0.0423,84.2,3521,3.28
AST-BRG-00945,0.0555,84.6,1755,3.09
AST-BRG-00946,0.0744,70.3,2043,3.56
AST-BRG-00947,0.1328,56.2,2536,3.23
AST-BRG-00948,0.0462,83.0,2586,3.49
AST-BRG-00949,0.0669,68.3,1867,2.98
AST-BRG-00950,0.2134,84.6,3142,3.62
AST-BRG-00951,0.078,72.9,3204,3.2
AST-BRG-00952,0.0782,82.1,3130,3.26
AST-BRG-00953,0.0623,70.9,1945,3.3
AST-BRG-00954,0.0416,59.8,1874,3.17
AST-BRG-00955,0.0495,92.5,3363,3.17
AST-BRG-00956,0.0544,67.5,2265,3.38
AST-BRG-00957,0.0762,71.3,3527,3.4
AST-BRG-00958,0.0592,48.2,1817,3.45
AST-BRG-00959,0.1475,72.5,3365,3.32
AST-BRG-00960,0.0495,69.3,3556,3.29
AST-BRG-00961,0.0655,46.1,3347,3.31
AST-BRG-00962,0.0406,38.6,3508,3.12
AST-BRG-00963,0.0629,71.3,2192,3.25
AST-BRG-00964,0.0515,80.8,2528,3.12
AST-BRG-00965,0.0453,66.4,2577,3.0
AST-BRG-00966,0.0582,48.6,1485,3.07
AST-BRG-00967,0.0596,75.0,3575,3.01
AST-BRG-00968,0.061,39.8,3310,3.36
AST-BRG-00969,0.0622,61.5,1886,3.35
AST-BRG-00970,0.0468,44.8,2505,3.49
AST-BRG-00971,1.7662,46.1,2664,7.65
AST-BRG-00972,0.0603,47.1,1937,2.98
AST-BRG-00973,0.0447,58.2,3158,3.44
AST-BRG-00974,0.1614,38.1,3094,3.72
AST-BRG-00975,0.059,58.9,2685,3.21
AST-BRG-00976,0.0421,65.7,3300,3.26
AST-BRG-00977,0.0764,64.0,1685,3.58
AST-BRG-00978,0.0711,58.0,2713,3.3
AST-BRG-00979,0.1895,85.3,3201,3.82
AST-BRG-00980,0.204,43.7,2587,3.36
AST-BRG-00981,0.1301,65.3,2230,3.24
AST-BRG-00982,0.1457,38.7,2965,3.43
AST-BRG-00983,1.2906,39.3,1867,6.38
AST-BRG-00984,1.7977,69.4,2420,7.78
AST-BRG-00985,0.0589,69.0,2034,3.54
AST-BRG-00986,1.4656,87.7,2075,6.7
AST-BRG-00987,0.8577,68.5,2201,4.97
AST-BRG-00988,0.9739,92.6,1449,5.72
AST-BRG-00989,0.066,37.9,3139,3.33
AST-BRG-00990,0.0571,40.9,2818,3.06
AST-BRG-00991,0.0769,37.6,2463,3.29
AST-BRG-00992,0.1546,46.1,2071,3.63
AST-BRG-00993,0.0738,67.5,2034,3.45
AST-BRG-00994,0.044,73.7,2118,3.21
AST-BRG-00995,0.1865,37.7,2924,3.45
AST-BRG-00996,0.0546,91.8,2513,3.52
AST-BRG-00997,0.0559,85.5,3097,3.34
AST-BRG-00998,1.4989,52.8,1602,6.79
AST-BRG-00999,0.0685,39.6,3305,3.14
AST-BRG-01000,0.2017,45.2,2527,3.74
AST-BRG-01001,0.0727,42.6,2338,3.13
AST-BRG-01002,0.1767,42.4,1409,3.34
AST-BRG-01003,0.1841,66.1,2264,3.58
AST-BRG-01004,0.0632,49.8,2015,3.13
AST-BRG-01005,0.0647,56.5,3420,3.34
AST-BRG-01006,0.0437,94.4,1433,2.98
AST-BRG-01007,0.057,76.1,1992,3.34
AST-BRG-01008,0.6484,91.9,3107,4.59
AST-BRG-01009,1.4191,43.6,2813,6.35
AST-BRG-01010,0.0749,57.9,3366,3.06
AST-BRG-01011,0.0498,68.3,1534,3.48
AST-BRG-01012,0.4494,39.6,2559,4.44
AST-BRG-01013,0.0669,35.3,2839,3.11
AST-BRG-01014,0.078,75.2,2297,3.46
AST-BRG-01015,0.057,73.5,2414,3.31
AST-BRG-01016,1.5182,59.6,1523,7.18
AST-BRG-01017,0.0768,64.4,2990,3.22
AST-BRG-01018,0.0531,59.9,1483,3.34
AST-BRG-01019,0.1281,36.4,1412,3.16
AST-BRG-01020,0.1473,55.1,2858,3.41
AST-BRG-01021,0.0418,45.6,2941,3.48
AST-BRG-01022,1.3244,40.9,2128,6.43
AST-BRG-01023,1.772,92.4,1951,7.4
AST-BRG-01024,0.0481,71.0,2617,2.99
AST-BRG-01025,0.0443,78.7,3586,3.33
AST-BRG-01026,0.0506,53.9,3021,3.31
AST-BRG-01027,0.0436,58.6,2245,3.13
AST-BRG-01028,0.0542,49.2,2994,3.51
AST-BRG-01029,0.073,40.8,3092,3.0
AST-BRG-01030,1.0297,45.7,1304,5.56
AST-BRG-01031,1.7772,82.9,2689,7.8
AST-BRG-01032,0.0548,75.7,2682,3.13
AST-BRG-01033,0.0693,67.8,2655,3.12
AST-BRG-01034,0.0651,63.5,1969,3.28
AST-BRG-01035,0.0438,90.3,3159,3.4
AST-BRG-01036,0.178,39.4,3227,3.31
AST-BRG-01037,0.1239,51.8,1578,3.68
AST-BRG-01038,0.0788,56.0,1912,3.47
AST-BRG-01039,0.0718,81.9,2572,3.09
AST-BRG-01040,0.0795,94.6,1424,3.43
AST-BRG-01041,0.0639,49.4,2937,3.19
AST-BRG-01042,0.0426,87.5,1937,3.15
AST-BRG-01043,0.0441,84.8,1435,3.38
AST-BRG-01044,0.0493,48.5,1382,3.5
AST-BRG-01045,0.0691,59.0,1911,3.05
AST-BRG-01046,0.0632,59.6,3092,3.21
AST-BRG-01047,0.1432,93.7,3088,3.45
AST-BRG-01048,0.1533,45.9,1822,3.41
AST-BRG-01049,0.0538,82.9,2459,3.15
AST-BRG-01050,0.0757,55.1,2350,3.02
AST-BRG-01051,0.0652,78.9,1948,3.37
AST-BRG-01052,0.0589,60.2,3402,3.21
AST-BRG-01053,0.0551,69.7,3504,3.05
AST-BRG-01054,0.0762,85.0,3482,3.48
AST-BRG-01055,0.0671,83.2,3536,3.45
AST-BRG-01056,0.0782,87.0,1709,3.29
AST-BRG-01057,0.5844,38.6,2775,4.44
AST-BRG-01058,0.0522,76.5,3023,3.31
AST-BRG-01059,0.174,43.4,1984,3.41
AST-BRG-01060,0.0653,59.9,3545,3.1
AST-BRG-01061,0.2152,67.9,1336,3.78
AST-BRG-01062,0.0564,59.2,3334,2.97
AST-BRG-01063,0.5699,66.2,2977,4.28
AST-BRG-01064,0.0473,94.8,2422,2.92
AST-BRG-01065,0.6765,43.1,2533,4.58
AST-BRG-01066,0.0463,75.5,2977,2.96
AST-BRG-01067,0.054,58.8,2504,3.53
AST-BRG-01068,0.0758,43.0,1963,3.16
AST-BRG-01069,0.0475,44.5,1901,3.01
AST-BRG-01070,0.1731,92.0,1351,3.38
AST-BRG-01071,0.688,87.8,2525,5.08
AST-BRG-01072,0.0678,89.4,2501,3.28
AST-BRG-01073,0.0657,94.5,2911,3.18
AST-BRG-01074,0.0402,47.5,2231,3.42
AST-BRG-01075,0.0512,56.3,2006,3.17
