vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
ARMOR-BATCH-01297,299.4987284071375,315.60139301577885,1714,27.2632958345666,154
ARMOR-BATCH-01298,304.4175960948162,306.4852920657625,2546,30.34583798215592,129
ARMOR-BATCH-01299,297.5409497150489,316.11190740012194,1479,37.5758740235472,238
ARMOR-BATCH-01300,302.01676998637595,308.87060290284444,1597,65.00100869564343,208
ARMOR-BATCH-01301,303.1091687284945,310.84136921080517,2620,67.11273020270025,172
ARMOR-BATCH-01302,307.3913530364184,309.41277387271913,2666,44.995028267707795,22
ARMOR-BATCH-01303,302.93442734116866,308.22569585762415,2357,83.71019560877264,62
ARMOR-BATCH-01304,295.23576776974556,306.5958304486236,1754,39.110285922859475,194
ARMOR-BATCH-01305,296.7236888388828,305.9553469811589,2008,42.047835585420735,165
ARMOR-BATCH-01306,299.4095191970661,314.1241675907342,1312,64.15786461308676,107
ARMOR-BATCH-01307,298.7472584745499,313.66759468598815,2117,44.19653490542099,37
ARMOR-BATCH-01308,296.01649358477783,315.22227608456404,1689,38.30392553733631,134
ARMOR-BATCH-01309,297.2819122430552,313.0559646703844,2114,17.597786196565124,241
ARMOR-BATCH-01310,298.6053519266512,310.4640530606629,1455,83.18700338463746,146
ARMOR-BATCH-01311,306.5416089640125,311.0125244144256,2321,21.720462952606738,173
ARMOR-BATCH-01312,298.6104704623049,317.67579105630335,2156,78.68991578302425,207
ARMOR-BATCH-01313,300.06399167471744,306.8672824515599,1584,22.156387017514092,225
ARMOR-BATCH-01314,306.42786046116726,306.17595561446376,1940,40.062644034743954,172
ARMOR-BATCH-01315,304.99955214158643,308.9510950445955,1474,68.95770650315892,59
ARMOR-BATCH-01316,303.7169638714903,317.19674250327057,1779,37.30671055604323,34
ARMOR-BATCH-01317,304.9072814317932,317.99718003329514,1291,47.38923971957227,161
ARMOR-BATCH-01318,295.2236443666661,306.08984709770175,2769,63.51394058084898,64
ARMOR-BATCH-01319,303.6547915250164,313.4959387687013,1274,43.78994840863297,195
ARMOR-BATCH-01320,301.1293444963009,314.6154704759291,1669,66.20851969144708,128
ARMOR-BATCH-01321,305.370234758193,315.40816391106625,2475,80.37236024433591,91
ARMOR-BATCH-01322,300.73169424778433,312.12599613475663,2092,19.506125248731507,224
ARMOR-BATCH-01323,305.1314067926,306.63686284365485,1310,68.34141464356267,76
ARMOR-BATCH-01324,296.22036795916466,305.8105943315622,2626,37.79572604569732,181
ARMOR-BATCH-01325,295.9151507663804,307.981612068877,1807,20.080736329137977,110
ARMOR-BATCH-01326,301.00373429303227,310.1488465232617,2553,45.99794580326636,121
ARMOR-BATCH-01327,306.9265179785888,305.228640210836,1472,62.229088431109204,211
ARMOR-BATCH-01328,302.3508549407626,317.77766993099357,2155,58.40424721315567,26
ARMOR-BATCH-01329,298.14514386047466,314.54366636373226,2742,44.18646605336184,168
ARMOR-BATCH-01330,299.30766839574716,317.3864650706315,2158,30.930349314583154,154
ARMOR-BATCH-01331,295.7201394894467,305.802188160888,2278,38.727040962065686,214
ARMOR-BATCH-01332,297.85851288675383,307.6458038431665,1421,73.7618071215257,72
ARMOR-BATCH-01333,295.6622450773363,306.6333856451364,2734,42.32029374407788,242
ARMOR-BATCH-01334,301.8039701151597,306.5336253163726,2356,55.34305053460835,9
ARMOR-BATCH-01335,303.8624850006011,305.5381060067024,2047,58.80203803373176,192
ARMOR-BATCH-01336,302.7073798364866,315.74721417531435,2726,23.155323229166004,102
ARMOR-BATCH-01337,306.2384041511692,312.2508919741925,2775,42.46539532433415,207
ARMOR-BATCH-01338,301.29961684002404,313.81268915310886,2792,52.519576180029176,109
ARMOR-BATCH-01339,304.48119666834816,311.55715982646467,2747,58.56382990243349,144
ARMOR-BATCH-01340,295.157778386645,313.13111297167603,1917,49.34120982570238,201
ARMOR-BATCH-01341,301.06742425019274,310.2386026739845,2788,64.48061892019939,225
ARMOR-BATCH-01342,307.1798102936398,311.93564208474953,1372,71.83209413407738,116
ARMOR-BATCH-01343,301.05942449875164,313.939128615922,1910,59.65094475384359,37
ARMOR-BATCH-01344,302.34128785215626,306.07479962713677,1877,52.97688239170766,164
ARMOR-BATCH-01345,301.50848515847633,313.621253989042,2501,57.78010155660865,167
ARMOR-BATCH-01346,296.2399115703314,316.0148709482573,2076,22.944641825799994,0
ARMOR-BATCH-01347,297.3047361476317,305.9517012383394,1767,41.82236436061979,19
ARMOR-BATCH-01348,296.638672782864,317.0167579684255,1735,69.88018777956151,32
ARMOR-BATCH-01349,297.2871535649862,314.45776816708207,1987,52.852607578914316,78
ARMOR-BATCH-01350,302.2827803671921,317.31116670150374,1476,55.41183928926508,40
ARMOR-BATCH-01351,304.4479718008618,308.14309129228167,2714,28.710222224592265,157
ARMOR-BATCH-01352,303.37581785216867,312.1196696161584,1241,21.754184108053934,35
ARMOR-BATCH-01353,306.8114964894319,305.04480779777714,1366,22.16304692878704,112
ARMOR-BATCH-01354,299.10614033757366,314.4374566424843,1978,38.59307512042914,157
ARMOR-BATCH-01355,299.6275362924814,307.6449735318191,2542,61.84733846978776,192
ARMOR-BATCH-01356,299.3414557910582,314.4005592227776,1343,63.16936692437956,86
ARMOR-BATCH-01357,304.4748365888542,306.82531681884205,2549,64.59038894756202,108
ARMOR-BATCH-01358,302.45642414610967,314.9991379300584,2505,71.11479752802342,84
ARMOR-BATCH-01359,297.27910132618405,309.3243534737971,1783,17.01131112366231,229
ARMOR-BATCH-01360,298.05866701664553,312.91326350876733,1754,65.45509517026989,172
ARMOR-BATCH-01361,298.0246527975771,314.2673395069341,1427,80.10648212592994,178
ARMOR-BATCH-01362,298.02480102578306,317.66970774828917,1683,40.57471253983296,120
ARMOR-BATCH-01363,297.87911161111657,306.9029966166678,2368,28.98392936738212,70
ARMOR-BATCH-01364,300.58456505116084,313.8420480363158,2170,40.89192405564479,62
ARMOR-BATCH-01365,303.65425378262455,307.3538545868455,2600,56.33395686091867,112
ARMOR-BATCH-01366,298.7520459483463,312.57966755468914,2539,38.60635665408006,107
ARMOR-BATCH-01367,300.553490293695,315.74802760193484,1711,44.52178480740271,127
ARMOR-BATCH-01368,305.80882823935724,317.84282585524704,2576,65.4553106605143,148
ARMOR-BATCH-01369,305.8851549575442,312.10670597173606,1546,48.04667215270292,220
ARMOR-BATCH-01370,298.241755426088,305.4477614585413,1342,46.268835765677444,102
ARMOR-BATCH-01371,300.29091671408196,312.53590601398764,1622,17.178868922851382,121
ARMOR-BATCH-01372,296.7739216055169,310.670065844965,2309,46.58328815859953,182
ARMOR-BATCH-01373,298.32061223971664,311.61547965166807,2663,44.82655673478723,146
ARMOR-BATCH-01374,297.1167205050032,306.603563762738,1946,35.36079773331482,162
ARMOR-BATCH-01375,300.27465717050023,316.8346935338186,1294,82.54210902491059,160
ARMOR-BATCH-01376,303.40645112431974,307.22459804310625,1302,44.89190354215593,247
ARMOR-BATCH-01377,299.3391811994304,306.05774034002997,1433,67.02855102856378,1
ARMOR-BATCH-01378,304.7863512794609,309.33267317049706,2526,16.93302911420809,195
ARMOR-BATCH-01379,296.7693208632742,317.04633745257644,1455,81.72511830349441,193
ARMOR-BATCH-01380,306.31988701035107,307.97092923132385,1538,54.938728947988615,215
ARMOR-BATCH-01381,297.00259787872665,309.9005671221248,1733,54.301351226078324,193
ARMOR-BATCH-01382,299.7658330175505,305.0088564587595,2612,55.02130608274045,162
ARMOR-BATCH-01383,303.75707026835147,313.81994788684176,1645,36.97986918882715,221
ARMOR-BATCH-01384,302.2246765300606,310.57524773434733,1646,75.1285445454289,10
ARMOR-BATCH-01385,304.03867508882524,314.87630011667727,1958,31.052502332336363,200
ARMOR-BATCH-01386,297.1694154227597,309.5911622362444,2407,33.53819578972765,164
ARMOR-BATCH-01387,307.8073340182047,310.7762583306422,2408,27.570962642064593,170
ARMOR-BATCH-01388,297.39249726354143,313.37776694879256,1324,74.99998566908813,148
ARMOR-BATCH-01389,296.99086143035476,311.99550916123985,2105,56.886968293391654,36
ARMOR-BATCH-01390,305.59890603923475,309.13133188772355,1906,53.92673794039968,93
ARMOR-BATCH-01391,306.43570495678205,307.68027978193095,2678,84.99819222184811,60
ARMOR-BATCH-01392,303.7552379110135,313.2807819880668,1255,34.25264539195804,245
ARMOR-BATCH-01393,299.5932070287411,309.56859935050335,1959,36.54135414497228,24
ARMOR-BATCH-01394,297.53278474670554,312.4635697351244,2264,70.35271201703699,78
ARMOR-BATCH-01395,304.89796688529714,306.04947463296105,2576,53.89824467496441,237
ARMOR-BATCH-01396,302.1283159383165,314.04119278035205,1556,83.50041328913292,60
ARMOR-BATCH-01397,305.28516455833375,306.63837991438254,1604,57.91294384452314,127
ARMOR-BATCH-01398,306.1119442092015,313.577561105276,2570,69.45433102460656,121
ARMOR-BATCH-01399,295.12680645921034,312.7054062244617,2761,52.43087741029225,209
ARMOR-BATCH-01400,299.64825773681713,312.0263808330011,2274,80.56817568651653,148
ARMOR-BATCH-01401,307.9878306508082,314.6309270146865,2580,34.338255399464856,44
ARMOR-BATCH-01402,300.97945957467374,306.8646446452026,1527,55.0085086921842,159
ARMOR-BATCH-01403,303.4321501490241,310.1904274968784,1918,29.682959800171503,103
ARMOR-BATCH-01404,299.7774927599256,314.7892438032206,2293,34.59803558736138,203
ARMOR-BATCH-01405,301.8764423527094,307.62495849235376,2288,82.24006453061787,203
ARMOR-BATCH-01406,303.2873384157778,314.28723250623773,2204,42.48023102681945,115
ARMOR-BATCH-01407,299.37145785729706,315.7800391452888,1908,15.496315352780867,139
ARMOR-BATCH-01408,297.62872578857224,317.5235340063473,2719,44.12858364253567,86
ARMOR-BATCH-01409,297.4960759727157,309.2003161770095,1894,49.99126977740819,63
ARMOR-BATCH-01410,304.09299875456594,307.1393009690617,1937,67.9309190933354,215
ARMOR-BATCH-01411,296.79384778063474,305.22191639538374,2356,69.43485091690141,68
ARMOR-BATCH-01412,299.23902041729576,309.3663885156284,1814,53.358624987695286,93
ARMOR-BATCH-01413,300.6786540834379,315.225908841111,2193,17.071683842585085,142
ARMOR-BATCH-01414,306.3630553599174,316.55067572097886,1420,20.456015642620038,81
ARMOR-BATCH-01415,304.90861822992326,316.8788167695174,1715,25.070719220592117,129
ARMOR-BATCH-01416,304.4348012153199,313.8989012033,1365,54.145741092414646,67
ARMOR-BATCH-01417,299.8398468212285,314.27008921515704,1988,49.95068725717077,57
ARMOR-BATCH-01418,304.84430323821,316.13572253621373,2784,77.7760223241611,33
ARMOR-BATCH-01419,299.3907929905006,306.0108935425481,2042,44.13965185846996,17
ARMOR-BATCH-01420,301.10387933852473,312.05461556514484,2533,47.32783254808022,209
ARMOR-BATCH-01421,304.4194684282544,308.6489550939004,2518,70.4278847679841,223
ARMOR-BATCH-01422,298.01899663649993,307.54607468525865,2702,31.48659396123659,6
ARMOR-BATCH-01423,299.3064274239797,310.5678090845436,2246,84.65039594862304,55
ARMOR-BATCH-01424,298.44691413222563,310.5276084264118,2660,46.21136677645823,54
ARMOR-BATCH-01425,305.52711825671764,308.6383623402823,1629,69.92983517159618,224
ARMOR-BATCH-01426,301.36432188431684,307.82070674154556,2596,20.78273766980871,70
ARMOR-BATCH-01427,298.9583524257434,308.05409744441124,2250,15.035358350574459,60
ARMOR-BATCH-01428,298.55616366248586,307.7064724516586,2742,26.025218295464427,214
ARMOR-BATCH-01429,296.07346443610163,307.5827908409798,1540,71.6661670062305,130
ARMOR-BATCH-01430,302.8170210387419,311.7417708080504,2437,28.325234142159765,82
ARMOR-BATCH-01431,299.6547359850059,309.17122604635483,2094,20.20067430139551,181
ARMOR-BATCH-01432,306.0002707079099,313.8501985250129,1360,50.81624607773186,132
ARMOR-BATCH-01433,302.16123039419915,309.78655146355493,2158,24.111285102586145,90
ARMOR-BATCH-01434,302.36296529069625,311.9782422657643,2075,56.16468561431222,159
ARMOR-BATCH-01435,299.5783393159868,307.8762607327773,1364,25.373347670290812,4
ARMOR-BATCH-01436,297.98977893951746,310.84677738242254,1625,75.71678259531485,173
ARMOR-BATCH-01437,305.34986084184203,312.58007202746927,2323,33.93103155267461,113
ARMOR-BATCH-01438,301.5962076119875,309.27318080412533,1626,42.54904513448242,249
ARMOR-BATCH-01439,298.59260914656545,314.3084610816676,1204,33.96346293137703,128
ARMOR-BATCH-01440,304.58484865532034,307.04947280209507,2302,58.66697428309743,94
ARMOR-BATCH-01441,307.4161531836631,306.7349435815817,2619,41.2791040615819,73
ARMOR-BATCH-01442,295.85895048370656,310.1132949177786,2272,78.28386570673791,84
ARMOR-BATCH-01443,301.93359028106806,306.3591673539991,2422,68.64514735016047,194
ARMOR-BATCH-01444,306.5103023789991,315.5962814735643,1826,55.60695125234712,69
ARMOR-BATCH-01445,299.3495833771403,311.43850485942534,1718,42.61936507391464,225
ARMOR-BATCH-01446,298.06872769559044,315.37435441933843,1664,48.68225288745757,86
ARMOR-BATCH-01447,295.017255131438,307.5464095328885,1507,62.0572847551064,135
ARMOR-BATCH-01448,302.173514546386,313.975539722421,2655,61.2745359869415,114
ARMOR-BATCH-01449,306.3149168828232,306.8531236793114,2426,48.9373415934674,2
ARMOR-BATCH-01450,304.3622796935921,310.1428258820719,2115,62.27200023405996,81
ARMOR-BATCH-01451,298.9834555426638,309.6601424618209,1703,45.31809757057373,237
ARMOR-BATCH-01452,304.5373519568385,311.6178588919528,1635,20.862800243074854,226
ARMOR-BATCH-01453,296.4233037755734,305.79417994047645,1786,31.669885636723745,9
ARMOR-BATCH-01454,301.11243476767686,307.07786359362484,1233,43.14763468504794,59
ARMOR-BATCH-01455,302.0918114300664,308.8222462387103,2069,63.646741141435,58
ARMOR-BATCH-01456,307.8228005376266,317.94061238094565,2254,59.09635028300197,112
ARMOR-BATCH-01457,295.6737512968115,309.729358967201,1880,84.15489663960885,190
ARMOR-BATCH-01458,299.26177822204147,307.85074169172424,2140,62.31570133346189,188
ARMOR-BATCH-01459,300.6115870093305,316.3909381484661,1903,56.73178435307568,180
ARMOR-BATCH-01460,300.365405348383,309.9529706968783,1594,33.751037998969686,243
ARMOR-BATCH-01461,302.4883293210888,305.2401730767399,1588,23.775517634773756,196
ARMOR-BATCH-01462,304.2368309860598,314.4983713825678,1973,78.13377079887411,158
ARMOR-BATCH-01463,295.6600802679143,314.98749021307054,2338,71.28495865019366,121
ARMOR-BATCH-01464,297.6793249690983,308.3186204125597,2317,45.89682693261268,138
ARMOR-BATCH-01465,298.94723814291706,312.81444571304644,2783,32.93991388830575,52
ARMOR-BATCH-01466,303.73400782009196,309.7139497033851,2671,49.40210815437453,106
ARMOR-BATCH-01467,302.12183291541345,315.26882753978094,1915,18.700297802893427,25
ARMOR-BATCH-01468,298.03437661496616,307.54937132427085,2576,29.59200193275185,77
ARMOR-BATCH-01469,302.92435818367,306.0233637322946,2568,27.953479780815712,244
ARMOR-BATCH-01470,298.7197280706542,306.72425397623067,1884,15.915711068295394,153
ARMOR-BATCH-01471,299.7530188783403,315.3049894494626,1571,48.66201706677487,166
ARMOR-BATCH-01472,299.43341768676794,308.2257686408699,2475,81.36221233019053,232
ARMOR-BATCH-01473,306.3997655307558,308.5669904544155,1288,47.06196897084846,58
ARMOR-BATCH-01474,303.93773139360246,316.13960799608486,2479,54.76700055205063,169
ARMOR-BATCH-01475,295.99979268894833,306.3946349253632,1326,28.773989406013534,79
ARMOR-BATCH-01476,306.89264506597556,314.0707049213981,1842,69.08956750135175,157
ARMOR-BATCH-01477,306.325463456191,312.9876883206095,2487,75.34020085559642,45
ARMOR-BATCH-01478,299.75206373533985,307.539899140929,2782,73.48640088978402,81
ARMOR-BATCH-01479,297.25967689929115,311.1036979935114,2170,60.63511422010978,204
ARMOR-BATCH-01480,296.11869120215476,317.43293695161145,2133,41.54797914834025,201
ARMOR-BATCH-01481,301.5999410840724,306.3020822410016,1740,42.842341854851796,177
ARMOR-BATCH-01482,296.15272874592966,309.2123870262708,2100,25.883602818808612,5
ARMOR-BATCH-01483,297.8921519589183,311.47116356471986,2237,73.98283651226669,233
ARMOR-BATCH-01484,296.22122639716036,309.13306746299673,1876,80.26796425599102,122
ARMOR-BATCH-01485,305.0332131455005,311.94303216053567,2648,75.31871445228703,92
ARMOR-BATCH-01486,295.3616826820053,317.83005590290475,1934,17.167152070329497,69
ARMOR-BATCH-01487,301.8571357176169,309.5541360048402,1654,38.966550150469985,40
ARMOR-BATCH-01488,298.7175824934168,313.67548836028726,1468,37.14463769398559,165
ARMOR-BATCH-01489,298.533462932539,305.02982375636475,2407,54.65790472462522,204
ARMOR-BATCH-01490,302.63221570102445,306.2127726806518,2320,50.68602222836819,184
ARMOR-BATCH-01491,302.5884081667345,314.5866476564284,1770,44.180363621498714,82
ARMOR-BATCH-01492,303.1887437461733,309.5301531878974,2050,51.43972685507552,30
ARMOR-BATCH-01493,305.01538808986464,306.5769531458325,1827,71.93996669842004,101
ARMOR-BATCH-01494,298.4053242081517,314.40443582790823,1981,42.965186141104354,90
ARMOR-BATCH-01495,295.5346345680032,316.7861182846207,1550,22.622329626722973,15
ARMOR-BATCH-01496,296.7509096760356,308.1795605083036,1828,56.52568014349105,121
ARMOR-BATCH-01497,307.59360344929786,309.0470640909424,2726,36.993586014606265,33
ARMOR-BATCH-01498,299.8340148122328,315.8976822588147,2429,52.44712701851922,136
ARMOR-BATCH-01499,295.53803272711326,316.87252015068856,2053,28.72904572689956,22
ARMOR-BATCH-01500,298.25105040677613,305.78016982764126,1780,39.92072076791954,89
ARMOR-BATCH-01501,299.532955473517,310.7886692504595,1890,56.279415199799416,126
ARMOR-BATCH-01502,302.5270644756319,313.6549650173231,1544,83.07612940923863,200
ARMOR-BATCH-01503,300.73971136468833,307.4730424551116,1894,59.55887367829056,163
ARMOR-BATCH-01504,296.27346944871846,310.3393488973427,1901,78.11208642749689,40
ARMOR-BATCH-01505,296.86091443200394,308.5680133936083,1257,76.97084474305709,209
ARMOR-BATCH-01506,303.36825267052626,307.0785626064244,2428,56.60364913992917,25
ARMOR-BATCH-01507,296.5413689068022,305.55742237722757,1993,73.5687178083623,154
ARMOR-BATCH-01508,302.42542163815364,316.57523590851326,1518,16.05192214961563,63
ARMOR-BATCH-01509,305.3030097487224,312.15164750279433,1370,62.17439465709063,66
ARMOR-BATCH-01510,303.5478644126569,306.2970633218087,2327,53.27185066002179,198
ARMOR-BATCH-01511,298.29342386466465,312.20035714302884,1252,81.11067257772062,149
ARMOR-BATCH-01512,298.03713520066697,311.1679125747747,1570,55.83930840625859,92
ARMOR-BATCH-01513,306.9742344543136,311.3001459252955,2023,31.739256471311823,200
ARMOR-BATCH-01514,305.2139505162108,308.5641972115964,1814,25.886999723352943,118
ARMOR-BATCH-01515,300.24185032418114,310.3654846913467,2111,75.6339879545171,64
ARMOR-BATCH-01516,296.10508433989395,313.14262426752447,2057,30.16978909639151,67
ARMOR-BATCH-01517,304.6579512372222,316.83380326577884,2073,54.37463809063834,15
ARMOR-BATCH-01518,303.23380834176476,315.56389763440546,2523,79.67246878696011,110
ARMOR-BATCH-01519,301.3203516019466,315.3253872857892,2538,82.59306295060625,95
ARMOR-BATCH-01520,296.94226974263,312.9751688885691,2088,24.49691283510422,143
ARMOR-BATCH-01521,301.3951207286453,312.9127830291705,1501,81.23897470371993,185
ARMOR-BATCH-01522,301.93753357559166,306.629597694009,1647,41.12168131390249,103
ARMOR-BATCH-01523,296.2224680444013,311.8372427751951,1381,24.228871281054616,69
ARMOR-BATCH-01524,303.8630987617789,310.59165370498897,1939,35.623134529777666,180
ARMOR-BATCH-01525,301.3671187499617,315.7072164353409,1949,74.01652963253309,107
ARMOR-BATCH-01526,307.0667958022409,306.37507659902514,2191,32.94298215602085,54
ARMOR-BATCH-01527,307.1542375761037,306.54467748142343,2489,83.31239133378536,218
ARMOR-BATCH-01528,306.4768236285339,306.7658346690902,2307,42.924298948754355,242
ARMOR-BATCH-01529,303.35654489347303,313.8959434737477,1247,46.89693815456173,47
ARMOR-BATCH-01530,295.6381828765196,307.5824939886384,1345,27.925834602146757,162
ARMOR-BATCH-01531,295.7114148506655,305.76299550560486,1974,51.33833318370911,105
ARMOR-BATCH-01532,297.9562362329532,306.1405995042539,2409,38.02448613532259,21
ARMOR-BATCH-01533,295.40432261578735,314.4768551181108,1221,23.794388521989813,177
ARMOR-BATCH-01534,304.59085615579113,314.72166107667624,2399,66.17585857007941,227
ARMOR-BATCH-01535,299.87884667678196,313.99499452832407,2588,26.777052025197875,166
ARMOR-BATCH-01536,296.38203788274683,309.2056429072573,2064,82.79790210506926,8
ARMOR-BATCH-01537,307.06583964423544,312.87624496462854,1278,82.72247392426907,140
ARMOR-BATCH-01538,295.8215773893469,306.6015390140404,2424,49.88912294902231,93
ARMOR-BATCH-01539,295.3301997412123,313.6144014014111,1752,55.8259674828108,198
ARMOR-BATCH-01540,295.944546316067,306.054798163077,2772,22.084159265818712,117
ARMOR-BATCH-01541,299.50119542835716,316.24824728404985,1949,57.386920742303964,235
ARMOR-BATCH-01542,296.00515495878193,306.27580128398847,2003,25.099870193088,55
ARMOR-BATCH-01543,296.21307672215045,310.85919295142804,1499,65.97196571065793,63
ARMOR-BATCH-01544,305.9456764570374,310.61013730069584,1445,23.43360590963386,100
ARMOR-BATCH-01545,304.6169939480121,310.2429843489839,1518,19.692399103831654,147
ARMOR-BATCH-01546,304.55606183066226,310.51813941735475,2540,49.059230580873184,131
ARMOR-BATCH-01547,299.17247227680207,315.5179117199003,2654,60.06224920163029,77
ARMOR-BATCH-01548,301.5785242493679,311.91036652743077,2606,71.87669909274102,61
ARMOR-BATCH-01549,304.54732499609594,306.8279257995283,1395,55.81992387222712,132
ARMOR-BATCH-01550,303.7678248310795,312.97265968359613,1250,40.67012636328043,142
ARMOR-BATCH-01551,297.43036474851675,305.3949839461933,1769,39.27197717285765,132
ARMOR-BATCH-01552,302.7310287760955,309.1425136920432,1603,36.488561298354476,187
ARMOR-BATCH-01553,301.05563926288704,317.06475696128837,1333,42.95711853419837,93
ARMOR-BATCH-01554,300.6183332143712,305.23476553902066,2452,53.3298177222226,22
ARMOR-BATCH-01555,301.78105850391273,306.8984517540878,2325,72.95678950398664,122
ARMOR-BATCH-01556,302.4688454716454,315.1701215729211,2428,30.5570314110713,229
ARMOR-BATCH-01557,303.79740973588804,315.697456027147,2011,33.95087221937831,108
ARMOR-BATCH-01558,301.6596323680214,312.70271644509484,1674,61.58773647298659,74
ARMOR-BATCH-01559,300.67081156012864,307.1439971923678,1275,47.48382345587427,190
ARMOR-BATCH-01560,303.8131001769506,316.2348586306669,2079,64.51671324172756,241
ARMOR-BATCH-01561,295.44971397158605,317.72885177762515,2202,48.40430379059337,92
ARMOR-BATCH-01562,297.930580053974,307.90136935508616,1501,50.259157783369915,239
ARMOR-BATCH-01563,300.96356839194635,309.280980770392,1761,68.45444286174661,179
ARMOR-BATCH-01564,295.32475863456676,314.85959181914336,2113,66.03258340034866,43
ARMOR-BATCH-01565,297.07042406396556,311.36524610049923,2145,72.80209418541247,49
ARMOR-BATCH-01566,305.9179918588092,312.55953027616334,2082,71.20973572743333,142
ARMOR-BATCH-01567,295.60898370141575,314.50409256786116,1822,19.27855898416391,39
ARMOR-BATCH-01568,300.8168888342029,305.4313331239122,1275,40.42710424412984,100
ARMOR-BATCH-01569,301.2052868747758,307.6984037458389,1986,72.9223474599572,7
ARMOR-BATCH-01570,295.5746652627901,314.6239494715114,1859,23.952873755314446,149
ARMOR-BATCH-01571,304.68293866629404,317.55456040832155,2272,25.48453544527421,100
ARMOR-BATCH-01572,299.52790775396136,317.79973139545393,2737,37.83370857071445,187
ARMOR-BATCH-01573,306.58228164093487,307.0725783520064,2792,63.48450771241458,236
ARMOR-BATCH-01574,297.90660440858125,310.4008597400147,2032,47.71791116474287,88
ARMOR-BATCH-01575,305.3007418346055,305.26048944888106,2457,61.71768829445995,74
ARMOR-BATCH-01576,296.27620021948724,311.8382978147862,2036,77.76760006455723,180
ARMOR-BATCH-01577,301.624156779814,308.61892696828073,1692,83.41407890500888,91
ARMOR-BATCH-01578,300.78909444401415,310.34735589656657,1443,73.19510215746527,206
ARMOR-BATCH-01579,295.364511991012,317.5727714256911,1243,56.11355338377144,229
ARMOR-BATCH-01580,298.4577023638289,315.41564058440025,1938,70.56113390880753,76
ARMOR-BATCH-01581,306.11814298001366,313.45469197168217,2460,47.1548553647959,204
ARMOR-BATCH-01582,300.2433106764357,306.6943846406142,2364,19.8729313924215,198
ARMOR-BATCH-01583,306.10035732677505,317.08788329151906,1819,66.81110062555837,78
ARMOR-BATCH-01584,296.2688791264394,310.46739137804275,1898,17.056230265208107,62
ARMOR-BATCH-01585,297.71684066973194,313.65255097224383,1252,26.64228774169826,236
ARMOR-BATCH-01586,305.7227822345534,306.75345046983443,2401,60.451249314503876,122
ARMOR-BATCH-01587,303.47406638815374,312.36623360408436,1754,51.66281594245057,177
ARMOR-BATCH-01588,297.8973440060904,316.0362752421089,2286,64.5905117271346,69
ARMOR-BATCH-01589,304.05700403274744,310.0758486007818,1914,26.947925934224852,54
ARMOR-BATCH-01590,306.7643231111472,313.70884701716136,2640,63.89185787717651,68
ARMOR-BATCH-01591,300.08706993338063,312.6361261528129,2364,37.82833014211366,21
ARMOR-BATCH-01592,302.7136902671642,307.11138220717044,1527,43.1703596935139,116
ARMOR-BATCH-01593,295.8102253776985,314.80861780249256,1932,70.94606664829342,151
ARMOR-BATCH-01594,300.85300816478946,306.4750749457738,1389,26.733765227246366,72
ARMOR-BATCH-01595,305.20239171999725,314.67527331626644,1692,81.86063260329308,68
ARMOR-BATCH-01596,295.2831343794421,305.3599282080671,2749,74.29123348330768,127
ARMOR-BATCH-01597,305.86805467502535,307.0886505237595,1705,16.681890153193333,31
ARMOR-BATCH-01598,296.76570784257933,317.12003602520235,2219,26.327216556101348,232
ARMOR-BATCH-01599,302.5270176083345,315.71351234341586,2784,19.832093542433512,130
ARMOR-BATCH-01600,297.9044834304388,314.5217701050986,1910,57.094854128811484,104
ARMOR-BATCH-01601,299.7678693562244,313.89031937251775,2248,64.2109070871254,34
ARMOR-BATCH-01602,296.7443723347629,314.5215280470299,2684,24.99497467627245,103
ARMOR-BATCH-01603,298.5996394286722,309.50559119716587,1767,44.949432254046954,116
ARMOR-BATCH-01604,299.4598436364208,314.96605966803105,1767,24.34579584262854,72
ARMOR-BATCH-01605,303.9372924847311,311.6662542364942,2038,66.3964806829637,39
ARMOR-BATCH-01606,304.1806366378713,315.8828753256448,1276,58.897321816130656,162
ARMOR-BATCH-01607,305.02323363655955,314.4969418010207,2460,46.047639290134654,36
ARMOR-BATCH-01608,295.9342599820262,312.92210913781065,2325,77.51198160220707,226
ARMOR-BATCH-01609,304.8019344879178,305.24493412164384,2054,22.20031085533305,221
ARMOR-BATCH-01610,300.840638680429,307.07186047762303,1291,60.8483241598754,46
ARMOR-BATCH-01611,297.7232198083197,312.7490906573857,1905,51.822592091412716,89
ARMOR-BATCH-01612,300.54552733228473,312.84853994587866,2037,80.92102391459932,147
ARMOR-BATCH-01613,299.687550410022,310.1766297939921,1749,30.742911562371297,130
ARMOR-BATCH-01614,301.378008526529,312.2383337257931,1324,54.64596999864106,174
ARMOR-BATCH-01615,298.4228460579209,306.81321757794944,1810,42.46737456023395,139
ARMOR-BATCH-01616,300.79495300379307,310.08866758381436,2247,22.396277023988855,200
ARMOR-BATCH-01617,307.7371026189109,314.34437877460624,2156,81.20778661377062,219
ARMOR-BATCH-01618,300.2788576282088,316.3719741049907,1215,59.342009891137515,89
ARMOR-BATCH-01619,307.4780394002155,314.64201117289724,2443,69.82105733583614,136
ARMOR-BATCH-01620,305.13051282911005,310.5834974296324,2583,38.63591195747158,173
ARMOR-BATCH-01621,306.1792409608746,309.31564738605346,1523,83.94149991777172,52
