asset_id,vibration_g_rms,bearing_temp_c,shaft_rpm,kurtosis,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
AST-BRG-00513,4.883823871763863,61.89914332216533,1419.4127803611316,6.13569648661441,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00514,4.57050028065192,65.62594934025392,2701.6365894272462,5.936053226819404,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00515,0.7125277494990903,72.59555066559261,2521.2760334309414,4.686459851824512,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00516,0.6239247801370844,90.5829564038052,2177.677258110797,3.501477906192771,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00517,2.269377824326833,36.14696566578584,2451.304851536979,6.134918895461524,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00518,4.309600654674615,63.61060809906903,3351.779180325625,5.626800081882595,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00519,5.140197807780239,76.26332254583363,1671.1063255465608,6.717273049872062,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00520,1.2069593881865823,78.3624174618937,1254.1548280928334,3.1694781703505117,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00521,3.2924143621550352,76.55194589222648,3267.9957232778424,3.4703577071238367,0.36,64,38,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00522,2.290187026165801,43.06610776448731,2585.0809977309755,3.4107320444904614,0.51,49,29,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00523,5.058597669728635,52.96373530230088,3337.5802931084218,5.907921000771747,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00524,4.457958938737831,56.52293152502081,2632.6685361916143,3.303701374735508,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00525,4.440144912142348,83.2662324607703,3144.386615903286,2.786637268240216,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00526,2.7028578510363603,51.72559234487318,2231.2160720523552,6.793811468318203,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00527,2.4496516609870262,47.64229783203219,2999.663835091845,2.606714009214141,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00528,1.785013238074319,92.44688114228578,3391.299520535654,6.091549458683122,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00529,0.7649648342593575,35.531797106808135,2573.0951129332952,4.071077418667807,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00530,4.56419516839875,94.8692513409187,1633.8843613497108,6.118946476958605,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00531,4.3206347429113645,75.60927793144373,1845.114276072476,4.884868112207924,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00532,5.198673064444814,84.70815796694703,1676.746984553774,6.377014286791349,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00533,5.184193134247355,52.67716378077159,1792.456866229759,6.482629841582895,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00534,3.110529016332349,35.8589166600236,1935.3970784424876,2.539122179507337,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00535,4.1142408513484,79.2721711136918,2532.3210882076523,2.8242723567689896,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00536,4.940398930447412,85.04867582004054,2611.1799107131988,3.5765425371546784,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00537,4.493342736183834,79.42856791721115,2223.5993933804666,5.378056290363057,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00538,1.662536078193029,43.57101723805032,2677.009871570005,6.319570444999476,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00539,2.61755743595744,80.20567533541814,1395.7798214672782,4.47775039056404,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00540,1.1070492512120265,81.13536692645846,1410.691768939584,5.109984399979341,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00541,4.984039828115995,74.5124309402033,1612.3907048583803,3.3105493670209127,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00542,3.3490207819191364,80.96695596773517,2443.385995296828,5.961357385691247,0.47,53,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00543,1.5746211858662749,85.75528638066393,1713.5872288759524,6.65951087881992,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00544,3.6569932167075274,71.81624685424751,1879.8825683821856,3.654975411532769,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00545,3.4052027301521104,40.31628283818074,2160.7508068151856,4.627751591882349,0.47,53,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00546,2.1833647747543505,64.25766858003266,3148.4786976249115,2.8702992751774072,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00547,1.0337206833382564,39.6589600802963,1233.2691261908642,4.904287622790764,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00548,3.656394019286158,59.45258186194585,2758.509168567893,4.661968799940727,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00549,2.9454461942478285,59.42638934753766,2805.303674497645,3.1210768818668337,0.31,69,41,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00550,4.129896441157505,38.960590648414495,3116.773872855928,4.400884716407722,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00551,2.944768455226369,55.92923203816876,3438.607053744752,3.936650003972222,0.31,69,41,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00552,4.505253051497139,41.65988592747889,1248.3308374782955,4.743872763812314,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00553,3.0939621422400823,83.49411260055334,1569.0808932317188,5.018313642343836,0.27,73,43,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00554,3.136408466216316,91.86128155786824,3326.811105734383,2.536530988011001,0.31,69,41,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00555,4.620271932494222,39.33898851547632,2300.4445492488367,5.772325726683087,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00556,2.396369471198266,92.30691243750208,2555.0175334403125,5.565961455005485,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00557,1.1298715737180114,66.3545959602047,2791.265288935554,4.075031460688045,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00558,0.6352785786726932,52.973940677232434,2829.75985078953,2.7276245229459186,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00559,4.04914510166601,39.61172451656981,3436.17696795962,5.7462099210757165,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00560,3.415454891361284,65.03745608422507,3592.678601788007,6.607253190055969,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00561,3.809174910066351,82.67093266944492,2928.3779062342564,3.532651862894661,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00562,1.5009315590918806,77.42518863600189,1889.330902092362,3.891155839069263,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00563,1.140945935257818,38.01356068783843,3311.405765506425,3.290395424771804,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00564,0.568359928639045,39.37411012207421,1318.1301948978278,4.98082533038281,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00565,2.147761526391006,59.17239695795823,1754.594046898791,3.1658179969840563,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00566,3.272613128216776,52.7174296428766,3353.725721912916,4.0316339568839314,0.32,68,40,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00567,2.343547011968742,48.94305938336287,1814.859634654452,5.497155959917331,0.52,48,28,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00568,2.5561321335115266,51.86026993452282,1729.5625430921964,4.908498726940199,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00569,4.749545864120618,83.20896459781308,1531.5007035365934,4.161789026610121,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00570,2.136800695009512,90.75368321791125,3261.8682183526,4.30707328777243,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00571,2.915750599051111,59.30616167165398,2400.139822058608,4.917076795279886,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00572,4.183169159883373,89.36666012794981,2819.743687329971,2.525218329914793,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00573,2.3637510769099697,54.28974207487292,1773.759321780071,2.8375924343505226,0.52,48,28,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00574,3.4238074910710057,63.586219180627495,3019.29701042692,6.28940969138095,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00575,4.553109431109703,48.56173986895998,3024.0133079090365,2.83487965309255,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00576,4.962746931190918,73.42856253055064,1950.2352597799204,5.539255463705172,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00577,1.1912453603664783,93.73886691048853,2185.638319224679,6.456164105668925,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00578,4.854961838259024,71.20958576260273,1703.256665832482,3.6639394984974434,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00579,2.8129465774738294,56.46884504681293,3543.74645597497,4.093113179355911,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00580,1.7137486250051044,73.86904675943171,2749.446184940188,4.94636204513228,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00581,2.6579380543198283,42.37524070792325,3442.9053137172373,6.291348569445914,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00582,5.106153103841742,88.31954481592392,1928.12530470992,6.550194025219807,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00583,2.815305041766487,65.18503704679019,3076.538191192535,5.680121966878453,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00584,2.0451325683512884,61.96098452237853,3038.0607453233806,2.872464971675184,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00585,3.476984015288611,70.15188730721115,2859.9735644797,5.3773628687998585,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00586,1.6286844082575074,72.48703176736414,3517.533540640321,4.264306004052447,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00587,0.8565576421107204,39.30654837359078,2144.5328066551574,4.524014297811565,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00588,1.1057346929800511,75.95703327340414,1513.7215766154177,2.7113380784842613,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00589,1.1018154431015303,49.515900818931776,2812.101262185746,3.32156719918934,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00590,1.2139426595077834,77.83715795039538,2950.3435211452947,5.899208512394685,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00591,1.1524877114522276,84.3520876630518,2580.145376301155,4.452022982105797,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00592,3.512111300575109,83.23751045315122,1696.362943520151,3.79714763901394,0.56,43,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00593,1.3548363966759809,68.15005804447335,2410.694260006453,4.15128201804932,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00594,2.124636231622157,66.21019353864507,1949.2553677659107,6.173917907300424,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00595,4.714905526558256,43.5725576803647,2225.919667600054,5.720695774841314,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00596,2.7276197092355003,81.52076902418813,2748.524582027193,3.670956207878656,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00597,3.637521371048828,51.28456282680286,2988.515382458003,3.0052579129132053,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00598,1.30990339464766,64.80172536907679,1757.3392581632231,3.583592353069508,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00599,1.4037583884007527,52.05644557565101,2172.780865552688,6.459252739535355,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00600,0.6920824964524507,43.02970177998159,1845.98777037991,5.000832002753947,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00601,1.2939947964391734,72.77346181350418,1676.715873268486,4.793964897602566,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00602,1.8093745934502057,38.25992208937423,3080.129327990012,5.064492478677584,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00603,1.33194927610071,79.918714047572,3382.2064666487818,4.073921542710016,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00604,0.9169019086581612,54.055207715667,2088.557245642984,5.970560187373905,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00605,1.066988594172824,35.00808158026912,3003.0694184970407,4.7501308719910735,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00606,2.665660209753811,65.6677483542338,3352.7886944745865,3.0020159819058208,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00607,1.469768476507225,37.811114511656186,3230.698105272556,3.0549800367649707,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00608,2.212068346925955,51.57017346925397,1638.7521324941422,4.808494329961259,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00609,2.866061173017828,77.41858924734296,3495.100515632067,6.527251937704608,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00610,3.744855694558017,38.76137729731195,2104.02345703071,3.825914123207655,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00611,0.684767057253165,85.36030954136014,2014.1775868172072,6.239027026094639,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00612,4.257228874872501,35.22919535951499,1349.8351854666728,5.785611022289181,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00613,3.4511318306072667,49.80943215211413,2366.816769851719,3.5655935044997,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00614,0.884267450159698,79.45424336912428,1461.632677538229,2.6562652177598425,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00615,4.605819533301853,53.97620898375841,1796.4955702258223,2.937943240112246,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00616,4.8281002824995225,41.11354328396081,1960.6622922414756,5.632523915543993,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00617,0.7870664113178596,56.61403512802568,3141.183176380042,3.3585798735747807,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00618,1.8013249462918577,51.22359718307153,3301.172760950152,4.096464958173193,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00619,4.289146015027388,85.56271412963329,1925.9191619075275,4.657306413827627,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00620,4.016820544803195,53.80087505510859,3260.875490986977,5.6195131243357,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00621,1.3672487909749735,82.33594830656043,3257.3542496874984,2.986894260014239,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00622,1.4839418196825385,88.51232868864409,3035.1622809236965,4.247375542693084,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00623,2.241218883119496,61.02904517459177,1552.0682736364356,4.58581350931359,0.53,47,28,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00624,2.7772580303978005,89.59658863126353,2856.774832561749,4.825556375077621,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00625,3.405797426192391,57.63908323779157,3468.057754993365,6.018950757999432,0.47,53,31,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00626,2.2338941059779307,92.8447049894065,2838.0971490411766,3.2382162386858324,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00627,2.673913165825795,40.35737147153438,1995.880437858801,5.973675242854476,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00628,4.013113409228656,76.22115599019457,2401.390361833995,5.479377239095604,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00629,0.6724110535858101,64.62884242741572,2749.7401040425284,4.890244501055525,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00630,1.6864536384168975,58.25892832733882,2425.3689809484085,5.507969842731059,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00631,3.852743053657397,72.96271272491606,1487.8870601543276,4.271676277492123,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00632,4.707472137129837,77.23142549805988,1948.9537071648497,3.0951096196629355,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00633,2.904883977943631,35.261796179018546,3125.750473328718,5.362790533141079,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00634,3.000933380746984,45.01718532483192,3267.403310629242,4.756090918748176,0.28,72,43,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00635,1.0037084532969476,77.78276303805913,1529.5200785173686,5.249311642333934,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00636,2.602838124070237,74.98312481469239,3485.728205756939,3.9533947584225073,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00637,3.003301152338609,92.96285030772064,1989.1742828366623,6.399526282561294,0.28,72,43,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00638,1.6396113670832295,80.66226741504698,2789.552972953728,5.025690434874981,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00639,1.765443185462091,92.04636246388029,3004.3803502960345,2.8672306824507574,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00640,2.2732355665917265,77.15243009208842,3148.6709631309204,4.434157160029043,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00641,0.5943346295553139,52.883132518366594,3469.7992853422325,5.752331035397628,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00642,2.013772078240938,41.32189533505139,1951.0069152691744,5.914778615448771,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00643,1.49380563288376,81.90943180069613,3260.415490923731,4.6267673268841625,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00644,2.039237555236199,73.64895328855496,1516.0485682468968,6.347414554574595,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00645,1.062882019550481,37.89116074359777,2892.0981752486223,3.65097427993548,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00646,4.685478219477506,56.6030279540587,2980.7465508335663,4.265574398124546,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00647,3.2898845317040286,92.40798892905715,2826.535778883169,6.363966715446571,0.37,63,37,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00648,3.691780899979101,65.02406874261207,1805.555366724367,6.353903880827789,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00649,4.20910482145449,60.96374816118228,3295.303552836488,5.448564905946128,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00650,2.8426783349665694,62.46197630955764,1605.260312088948,6.193616352625547,0.5,50,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00651,0.9085253540108912,47.53296344030982,1328.723499649994,2.8817250479118006,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00652,3.0244007465471747,57.122430251887714,2921.915977468589,6.219478397693438,0.28,72,43,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00653,3.258153254698132,57.1887953592306,2341.141716558561,3.8786655981659752,0.29,71,42,ready,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00654,4.003565528666352,38.14130121124835,3237.8352479008227,3.2668255034413303,0.58,42,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00655,2.5287998672794934,81.0540577110751,2120.1531385398216,3.5292902962707995,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00656,1.09962742313915,59.99026591423274,1603.8686124185108,4.297264584459715,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00657,1.8337467572540047,84.3307932089854,3207.4612619276872,3.580125619799209,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00658,2.206486793073585,86.02088006719373,2517.383115936172,3.878440619870946,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00659,3.535811034258526,47.71964328191949,1654.0699017368518,3.080407490108061,0.56,43,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00660,3.1826580319438857,74.44120893020772,2928.92159660747,3.773560091903693,0.33,67,40,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00661,2.1736546117198774,63.3369082497789,2426.672732374801,4.960820402530604,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00662,5.136621669327004,87.8094042752891,2650.351157376768,4.399970944791575,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00663,3.34714165097737,47.94444075058725,2306.156011695796,3.990890673314418,0.46,54,32,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00664,1.614965921159174,75.66879201860266,3188.901561163216,5.70974415408559,0.55,44,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00665,0.9783776213158976,71.46512733516334,3190.9505176393195,6.342092876991266,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00666,1.2184379541663606,52.718088654309966,2902.5331723785266,5.754193658480308,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00667,1.6560013234071882,43.19605421907036,1452.963305751509,3.92760301910602,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00668,1.2552024543199116,74.09838562863659,3213.2492685697653,5.701101321701481,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00669,1.376865013041137,79.31584748793983,2810.4311532789834,3.1535147846384204,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00670,1.8399472928610812,53.937640625801,2872.857998410319,3.0603673487925507,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00671,1.3148558978853475,73.68995624133882,2071.158816969292,3.9861962592554834,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00672,4.714797495744199,58.7078544566902,3310.270934776816,5.973120186889445,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00673,0.8770986046097184,77.79241299695707,2940.8918405636578,3.559297463141898,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00674,2.965203530980197,46.95291649364319,1470.2171196700667,2.771989658264322,0.31,69,41,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00675,2.428865086851409,88.41290015817046,2178.6672825747905,3.0663510013873267,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00676,5.11717949947045,52.24457578793479,3327.31286870434,6.192603364677194,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00677,1.026582840189846,57.06715926536917,1313.2720840737095,5.225268124413336,0.61,39,23,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00678,2.369921315514986,38.48551712482099,3507.399887140919,3.5887650024908995,0.51,49,29,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00679,5.056511036394234,41.69073273927658,2829.9901639669506,4.887772048911179,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00680,4.567883491701707,65.95171416273969,2715.302346344104,4.768592376429007,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00681,4.340238733461616,51.05556060367829,1849.3422155711796,5.318374707294844,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00682,1.7121432871112172,85.12881354453165,1797.1002929740248,3.50270648401295,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00683,1.3031716607333093,35.88160331929723,3460.939726772629,6.21693284493591,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00684,3.642623133644826,57.74564292031617,1915.8538901618945,3.8302848169440553,0.57,43,25,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00685,4.868067148899653,55.24073280614556,3061.2127121255985,5.484766112097819,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00686,3.11678559716547,36.15965785505606,2143.49231569699,2.569335979400524,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00687,3.1865796405085294,42.462103940030616,1534.2097698832897,4.102425658544833,0.33,67,40,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00688,1.815901740203336,59.81856049511812,1225.7167144688617,4.012352217222876,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00689,4.116616786002103,64.5718750668468,2506.2176088366023,4.836983042906962,0.59,41,24,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00690,1.3791056182203598,59.25738483529214,3541.8691645174385,2.812765925641945,0.56,43,26,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00691,2.021292411099945,66.85626070472563,2085.9268651420907,5.897564907022266,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00692,2.499551261497159,70.70790049434089,2057.261601583308,3.4364574476005445,0.49,51,30,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00693,2.8857687798169387,35.59542926767014,2025.819882838661,5.411262603992643,0.3,70,42,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00694,1.6393257423508771,62.84570956721024,2449.30520953166,5.9538121299496005,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00695,1.0397330762742567,92.8099544532553,2257.5957202183045,4.916070911838506,0.6,40,24,critical,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00696,3.3699141994756734,66.14193680777292,3311.7951041448346,5.685797788904537,0.46,54,32,watch,IMS Bearing RandomForest (NASA/UC)
AST-BRG-00697,1.856563600229202,75.65253604753718,2413.2499001363767,5.345999342524523,0.54,46,27,watch,IMS Bearing RandomForest (NASA/UC)
