engine_id,altitude_ft,mach_number,total_temp_k,combustor_pres_psi,bleed_enthalpy,bypass_ratio,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
TURBO-SU30-00613,11103,0.72,526.2,366.8,385.3,6.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00614,26607,0.68,591.6,513.5,389.6,7.08,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00615,12328,0.94,598.4,387.9,395.4,6.07,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00616,27628,0.61,609.7,377.0,386.4,5.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00617,31159,0.62,632.3,373.0,395.9,6.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00618,21003,0.88,590.6,407.1,407.1,8.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00619,33091,0.49,597.4,347.2,407.9,5.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00620,19378,0.69,510.3,506.8,392.1,8.33,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00621,33242,0.81,549.6,494.9,407.3,8.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00622,27054,0.8,589.6,322.6,390.2,6.95,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00623,27855,0.74,527.0,393.8,390.8,7.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00624,21922,0.8,559.4,496.4,421.4,7.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00625,18970,0.97,576.4,446.7,410.4,8.04,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00626,18457,0.96,584.2,367.4,423.5,6.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00627,25040,0.91,635.9,437.4,410.4,6.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00628,33185,0.9,615.9,457.0,387.0,8.73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00629,22227,0.84,608.6,427.9,414.0,6.04,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00630,37480,0.47,619.8,350.9,393.2,6.7,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00631,16378,0.59,549.4,484.0,400.8,6.19,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00632,10127,0.48,564.7,442.3,392.5,5.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00633,35699,0.94,572.3,511.4,418.1,6.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00634,32564,0.79,579.6,406.4,418.0,7.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00635,36120,0.68,519.0,421.2,406.9,8.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00636,20540,0.61,630.4,558.7,423.2,7.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00637,32357,0.58,627.2,387.4,418.9,5.33,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00638,10627,0.97,581.6,538.9,398.8,5.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00639,37053,0.63,604.0,559.6,408.2,8.09,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00640,12180,0.58,603.0,353.2,410.8,5.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00641,28611,0.95,638.4,334.5,422.5,6.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00642,17734,0.49,514.5,446.3,418.7,5.88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00643,26633,0.75,626.8,462.3,390.2,8.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00644,25261,0.61,550.8,338.8,392.2,8.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00645,10703,0.84,591.5,523.8,385.9,8.0,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00646,27848,0.88,548.6,481.1,399.7,5.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00647,14039,0.63,563.3,499.6,414.2,5.85,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00648,24283,0.48,612.6,458.1,416.7,6.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00649,37382,0.51,597.4,507.3,398.9,8.17,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00650,32548,0.69,533.3,360.0,395.6,6.33,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00651,15441,0.65,532.8,454.9,403.8,7.91,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00652,12134,0.61,608.5,323.8,394.1,5.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00653,10198,0.87,628.2,375.5,387.4,6.8,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00654,13321,0.47,600.2,405.6,403.7,8.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00655,14524,0.49,623.6,424.0,399.4,6.98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00656,24054,0.62,614.8,487.8,415.5,6.88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00657,22324,0.85,557.6,367.3,388.9,5.24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00658,34711,0.46,593.4,404.5,417.4,8.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00659,12600,0.97,517.3,537.9,421.2,6.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00660,19802,0.82,629.9,462.4,404.3,6.07,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00661,31078,0.85,536.1,523.0,390.6,5.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00662,24850,0.75,517.9,450.2,416.1,7.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00663,28278,0.71,581.9,437.4,422.9,7.26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00664,11181,0.47,544.7,412.0,424.6,6.85,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00665,16587,0.67,598.0,377.3,388.9,5.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00666,23925,0.8,580.2,381.7,386.8,6.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00667,37159,0.68,632.7,370.9,396.7,6.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00668,12615,0.94,620.7,488.3,389.7,6.95,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00669,16216,0.86,537.2,406.8,404.6,7.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00670,21242,0.89,601.8,352.0,420.8,5.58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00671,27836,0.69,614.6,437.2,416.5,5.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00672,35222,0.52,582.4,484.6,403.8,6.37,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00673,36061,0.92,535.9,541.0,399.2,7.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00674,35025,0.95,627.8,517.0,418.4,7.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00675,22930,0.6,612.0,435.2,398.0,8.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00676,14097,0.75,596.2,485.2,424.9,7.65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00677,20145,0.5,525.7,551.3,386.8,8.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00678,29916,0.46,551.2,385.9,413.2,7.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00679,18612,0.87,543.6,371.7,403.8,6.97,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00680,26819,0.5,552.1,504.5,385.2,8.0,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00681,12122,0.71,550.4,438.0,398.7,6.84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00682,25108,0.47,574.0,336.8,422.9,7.36,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00683,25989,0.77,582.7,430.4,399.5,5.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00684,10575,0.57,548.1,397.4,397.8,5.81,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00685,13909,0.63,601.9,352.3,400.6,8.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00686,14292,0.96,626.7,461.0,392.4,5.24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00687,17311,0.46,546.7,470.6,386.8,6.49,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00688,10718,0.7,581.2,347.7,398.3,5.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00689,19677,0.83,639.2,452.6,414.8,5.83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00690,19637,0.48,536.7,409.0,412.9,6.2,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00691,35698,0.93,605.1,414.8,390.2,6.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00692,32410,0.76,524.6,464.6,392.4,7.45,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00693,33393,0.84,535.2,372.0,386.9,8.72,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00694,31467,0.54,574.8,514.8,424.0,8.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00695,33872,0.96,609.5,479.0,416.4,8.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00696,29267,0.64,580.4,419.1,385.2,8.31,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00697,11168,0.98,633.9,546.0,403.4,7.45,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00698,37351,0.78,529.5,359.6,388.3,8.45,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00699,25799,0.73,584.6,439.1,413.9,8.07,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00700,35345,0.62,612.5,502.8,387.8,6.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00701,31718,0.97,514.1,397.5,408.9,7.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00702,19828,0.51,564.0,476.7,421.0,7.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00703,14699,0.5,590.3,411.6,413.5,8.13,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00704,13932,0.47,636.7,420.7,412.1,6.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00705,37315,0.77,601.0,471.1,410.9,6.49,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00706,13870,0.45,513.9,334.1,396.3,6.17,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00707,20113,0.57,537.8,522.1,405.0,5.85,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00708,16534,0.74,607.8,559.7,405.5,5.59,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00709,21369,0.91,587.7,325.4,408.4,5.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00710,20102,0.95,579.5,388.6,403.9,5.21,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00711,28796,0.78,615.7,348.6,399.4,6.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00712,29641,0.47,527.7,377.6,411.2,8.66,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00713,15147,0.56,634.5,502.8,421.3,6.84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00714,11372,0.78,593.8,325.4,407.5,6.87,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00715,15987,0.89,571.3,494.6,401.3,7.09,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00716,32020,0.56,558.3,547.9,416.1,5.75,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00717,30331,0.84,540.0,410.4,422.8,8.02,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00718,23807,0.47,637.2,434.8,409.7,5.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00719,34561,0.59,635.6,470.1,404.3,7.57,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00720,18537,0.75,529.4,360.9,418.9,6.88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00721,13255,0.46,555.3,520.6,386.9,5.76,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00722,16458,0.59,549.0,413.3,387.0,5.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00723,35425,0.46,575.6,413.5,387.1,8.12,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00724,15912,0.75,523.2,338.3,397.8,8.03,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00725,25569,0.51,573.1,416.6,406.9,5.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00726,34752,0.55,635.4,441.2,394.6,5.88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00727,33715,0.7,515.0,407.8,392.8,6.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00728,30781,0.91,613.4,515.1,402.9,6.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00729,37832,0.72,590.2,553.1,396.2,5.55,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00730,36960,0.78,528.4,432.2,417.0,6.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00731,26454,0.74,574.5,329.1,424.6,7.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00732,23881,0.76,599.0,451.1,411.8,6.29,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00733,24406,0.55,559.8,507.9,421.5,6.89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00734,12475,0.55,548.8,559.8,391.5,7.04,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00735,27323,0.83,564.0,371.4,413.4,8.62,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00736,36494,0.78,563.6,476.5,412.1,5.21,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00737,21048,0.8,546.9,369.3,400.2,6.1,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00738,25442,0.72,552.0,341.6,410.3,6.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00739,34339,0.97,637.9,499.9,388.4,7.53,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00740,12245,0.7,623.8,477.6,411.1,7.78,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00741,17988,0.52,555.1,416.9,396.7,5.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00742,35445,0.93,517.8,348.7,399.9,5.94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00743,22678,0.58,571.6,503.6,407.3,5.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00744,11490,0.69,548.2,374.3,402.2,6.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00745,11180,0.63,551.9,406.5,408.5,6.35,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00746,33784,0.77,631.8,529.2,417.3,5.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00747,29108,0.59,570.7,538.1,419.5,6.99,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00748,21027,0.6,528.8,462.0,392.5,7.43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00749,12780,0.79,550.6,414.7,422.6,6.49,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00750,32601,0.65,526.2,419.4,387.6,6.89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00751,14240,0.5,576.9,441.1,389.2,7.48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00752,15842,0.93,562.2,360.1,396.1,6.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00753,25414,0.67,554.1,379.8,393.8,5.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00754,19965,0.49,603.1,484.9,408.8,8.41,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00755,22552,0.83,604.4,537.2,395.6,7.69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00756,33212,0.78,611.5,423.8,391.9,6.05,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00757,18503,0.54,552.9,553.5,422.9,5.93,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00758,33006,0.6,515.8,538.5,415.0,8.16,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00759,15414,0.93,639.5,416.0,411.2,8.11,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00760,31007,0.48,554.9,423.3,399.3,6.71,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00761,23241,0.87,528.6,331.4,394.6,7.04,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00762,32930,0.52,616.8,516.8,387.8,5.76,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00763,20000,0.86,535.6,337.8,400.4,7.45,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00764,13953,0.92,560.4,533.9,388.9,8.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00765,20358,0.84,606.8,433.4,417.9,6.27,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00766,25960,0.68,632.4,352.2,420.4,5.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00767,11615,0.66,598.4,471.3,400.3,8.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00768,15876,0.45,540.6,383.8,386.8,6.73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00769,11920,0.55,623.2,350.3,400.4,8.46,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00770,33998,0.64,538.5,393.0,416.9,5.21,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00771,13091,0.6,545.7,436.4,397.5,7.68,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00772,35128,0.55,551.1,506.0,422.6,7.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00773,11748,0.91,611.1,389.9,408.5,7.73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00774,11189,0.66,630.6,380.8,392.1,8.44,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00775,16337,0.55,588.4,329.7,409.0,5.21,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00776,35806,0.55,615.8,444.4,404.3,6.37,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00777,36865,0.72,522.7,459.0,386.2,6.38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00778,25483,0.58,551.6,415.8,397.5,7.71,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00779,27166,0.87,599.2,347.5,393.7,5.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00780,22088,0.78,622.1,503.9,385.3,6.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00781,27293,0.82,612.9,427.2,406.9,7.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00782,24479,0.85,621.2,497.1,418.5,6.06,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00783,16695,0.5,579.9,549.5,400.7,8.47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00784,16739,0.5,619.2,377.2,400.0,7.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00785,14935,0.85,606.8,378.1,414.8,7.01,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00786,25971,0.87,531.1,533.2,395.8,7.6,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00787,32464,0.57,622.9,426.1,420.4,7.42,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00788,10575,0.93,622.8,426.1,421.0,7.17,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00789,14791,0.92,514.0,357.6,410.2,7.79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00790,18865,0.51,607.9,432.8,415.9,7.3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00791,22055,0.59,514.5,554.7,423.8,5.39,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00792,24009,0.62,570.4,336.5,407.2,6.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00793,28316,0.91,632.3,341.5,398.7,7.74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00794,32650,0.77,574.4,529.5,396.3,7.87,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00795,26008,0.57,531.3,454.3,422.2,8.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00796,25587,0.96,634.9,370.0,394.4,8.08,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00797,10125,0.6,558.9,326.4,398.5,7.25,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00798,27744,0.51,573.2,514.7,418.1,6.34,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00799,21376,0.79,561.8,331.8,412.4,8.4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00800,14295,0.86,534.1,370.4,389.8,7.52,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00801,17623,0.74,520.7,469.8,396.2,6.22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00802,21824,0.72,578.0,342.3,409.7,5.96,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00803,32866,0.59,604.7,393.2,406.1,5.98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00804,30356,0.97,601.3,362.0,385.1,8.57,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00805,21730,0.95,520.5,413.2,415.9,5.85,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00806,25168,0.97,612.0,335.6,409.0,5.67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
TURBO-SU30-00807,22387,0.45,608.9,494.3,409.2,5.24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
